"FamilyID_idx";"GenusID";"Extinct";"GenusSc";"Authority";"Code";"Comment"
23243;23497;;"Incana";"Lynes, 1930";;
23243;23499;;"Prinia";"Horsfield, 1821";;
23243;23624;;"Schistolais";"Wolters, 1980";;
23243;23629;;"Phragmacia";"Brooke & Dean, 1990";;
23243;23633;;"Oreophilais";"Clancey, 1991";;
23243;23635;;"Micromacronus";"Amadon, 1962";"PHY, SEQ";"Move Miniature Babblers (Micromacronus) from Timaliidae to Cisticolidae, tentatively before Urolais (Oliveros et al. 2012)."
23243;23638;;"Urolais";"Alexander, 1903";;
23243;23643;;"Oreolais";"Nguembock, Fjeldså, Couloux, Cruaud & Pasquet, 2008";"TAX,SEQ";"Separate Black-collared Apalis and Ruwenzori Apalis from Apalis to Oreolais; related to Urolais, Schistolais and Artisornis (Nguembock et al. 2008). "
23243;23648;;"Drymocichla";"Hartlaub, 1881";;
23243;23650;;"Spiloptila";"Sundevall, 1872";;
23243;23652;;"Phyllolais";"Hartlaub, 1881";;
23243;23654;;"Apalis";"Swainson, 1833";;
23243;23744;;"Malcorus";"Smith, A, 1829";"PHY, SEQ";"Malcorus belongs with Hypergerus and Eminia in Cisticolidae (Johansson et al. 2008; TiF, Fjeldså pers. comm.)."
23243;23749;;"Hypergerus";"Reichenbach, 1850";;
23243;23751;;"Eminia";"Hartlaub, 1881";;
23243;23753;;"Camaroptera";"Sundevall, 1850";;
23243;23780;;"Calamonastes";"Sharpe, 1883";;
23243;23796;;"Euryptila";"Sharpe, 1883";;
23243;23798;;"Bathmocercus";"Reichenow, 1895";;
23243;23803;;"Scepomycter";"Grant, CHB & Mackworth-Praed, 1941";"TAX";"Separate Winifred's Warbler from Bathmocercus to Scepomycter; move both genera to Cisticolidae (Ryan et al. 2006)."
23243;23806;;"Orthotomus";"Horsfield, 1821";;
23243;23855;;"Artisornis";"Friedmann, 1928";;
23243;23862;;"Poliolais";"Alexander, 1903";;
23243;23867;;"Eremomela";"Sundevall, 1850";"PHY,SEQ";"Move Eremomela to the Cisticolidae (Johansson et al. 2008)."
23907;23908;;"Sylvia";"Scopoli, 1769";;
23907;23929;;"Curruca";"Bechstein, 1802";"PHY";"Members of this genus, formerly in Sylvia and/or Parisoma, are deeply divergent from members of Sylvia s.s. Move all to Curruca (Voelker & Light 2011; Dickinson & Christidis 2014; Cai et al.2019)."
24011;24012;;"Myzornis";"Blyth, 1843";"TAX";"Gelang et al. (2009) recommend placing Myzornis in the Sylviidae from Incertae sedis. Genus is a basal taxon in Paradoxornithidae (Cai et al. 2019)."
24011;24014;;"Moupinia";"David & Oustalet, 1877";"PHY, SEQ";"Move Moupinia to Paradoxornithidae with split of that family from Sylviidae (Cai et al. 2019)."
24011;24016;;"Lioparus";"Oates, 1889";;
24011;24024;;"Chrysomma";"Blyth, 1843";"PHY, SEQ";"Chrysomma babblers are moved to the Sylviidae (Gelang et al. 2009). Placed in Paradoxornithidae with split of that family from Sylviidae (Cai et al. 2019)."
24011;24033;;"Rhopophilus";"Giglioli & Salvadori, 1870";"TAX";"MOVE Rhopophilus to Sylviidae positioned near Paradoxornis (Gelang et al. 2009; Olsson et al. 2013b). Placed in Paradoxornithidae by Cai et al. (2019)."
24011;24036;;"Fulvetta";"David & Oustalet, 1877";"PHY, SEQ";"Fulvetta fulvettas are separated from Alcippe fulvettas and moved to Sylviidae (Pasquet et al. 2006; Collar & Robson 2007; Gelang et al. 2009). Placed in Paradoxornithidae with split of that family from Sylviidae (Cai et al. 2019)."
24011;24063;;"Chamaea";"Gambel, 1847";"PHY, SEQ";"MOVE Wrentit from Timaliidae to Sylviidae next to parrotbills (Gelang et al. 2009). Placed in Paradoxornithidae with split of that family from Sylviidae (Cai et al. 2019)."
24011;24070;;"Calamornis";"Gould, 1874";"TAX";"Move Reed Parrotbill from Paradoxornis to the resurrected genus Calamornis since it is paraphyletic to the other two species in Paradoxornis in Cai et al. (2019)."
24011;24074;;"Paradoxornis";"Gould, 1836";;
24011;24077;;"Conostoma";"Hodgson, 1841";;
24011;24079;;"Cholornis";"Verreaux, J, 1871";;
24011;24084;;"Psittiparus";"Hellmayr, 1903";;
24011;24097;;"Neosuthora";"Hellmayr, 1911";;
24011;24102;;"Suthora";"Hodgson, 1837";;
24011;24124;;"Chleuasicus";"Blyth, 1845";;
24011;24128;;"Sinosuthora";"Penhallurick & Robson, CR, 2009";;
24153;24154;;"Parayuhina";"Cai et al., 2019";"TAX, PHY";"Genus nov.: Cai et al., 2019. Monotypic and basal to all other species in the ""yuhina"" clade. "
24153;24158;;"Staphida";"Swinhoe, 1871";"TAX, PHY";"Resurrect genus Staphida to include three species formerly in Yuhina but which are in a discrete clade basal to Yuhina s.s. (Cai et al. 2019)."
24153;24166;;"Yuhina";"Hodgson, 1836";"PHY, SEQ";"Move Yuhina species to Zosteropidae from Timaliidae (Cibois et al. 2003; Moyle et al. 2009). Resequence following Cai et al. (2019)."
24153;24187;;"Dasycrotapha";"Tweeddale, 1878";;
24153;24191;;"Sterrhoptilus";"Oberholser, 1918";;
24153;24201;;"Zosterornis";"Ogilvie-Grant, 1894";;
24153;24209;;"Cleptornis";"Oustalet, 1889";;
24153;24211;;"Rukia";"Momiyama, 1922";"TAX";"Phylogenetic relationships of Rukia are uncertain; not sampled in Cai et al. (2019)."
24153;24214;;"Megazosterops";"Stresemann, 1930";;
24153;24216;;"Heleia";"Hartlaub, 1865";"TAX, PHY, ENG";"Heleia Hartlaub, 1865 includes species that were formerly attributed to Lophozosterops Hartert, 1896 and Oculocincta Mees, 1953 (Moyle et al. 2009). For those species formerly attributed to Lophozosterops and Oculocincta, replace controversial Tagalog name “Ibon” (=bird) with established, phylogenetically appropriate “White-eye”."
24153;24243;;"Apalopteron";"Bonaparte, 1854";"TAX, PHY";"Apalopteron may be embedded within Heleia, but STET pending a more comprehensive analysis (Cai et al. 2019)."
24153;24247;;"Tephrozosterops";"Stresemann, 1931";;
24153;24249;;"Zosterops";"Vigors & Horsfield, 1827";"TAX, SEQ";"Revisions of Zosterops rely heavily on genetic relationships following Warren et al. (2006); Moyle et al. (2009); Melo et al. (2011); Cox et al. (2014); Pearson & Turner (2017); Lim et al. (2018); Cai et al. (2019); Martins et al. (2020)."
24515;24516;;"Timalia";"Horsfield, 1821";;
24515;24524;;"Dumetia";"Blyth, 1852";"TAX";"Merge monospecific genus Rhopocichla with Dumetia based on fairly recent divergence and similar morphology (Cai et al. 2019)."
24515;24534;;"Mixornis";"Blyth, 1842";"TAX, PHY";"Mixornis is split from Macronus to resolve paraphyly (Moyle et al. 2012; Dickinson & Christidis 2014)."
24515;24562;;"Macronus";"Jardine & Selby, 1835";"TAX";"Correct spelling of Macronous to Macronus (H&M 3rd corrigendum 8)."
24515;24572;;"Cyanoderma";"Salvadori, 1874";"TAX, PHY";"Genus resurrected for species formerly assigned to Stachyridopsis and one from Stachyris to accommodate recent phylogenetic studies (Moyle et al. 2012; Dickinson & Christidis 2018). Cyanoderma Salvadori, 1874 has priority over Stachyridopsis Oates, 1883. Note change in gender."
24515;24609;;"Spelaeornis";"David & Oustalet, 1877";"PHY, TAX";"Spotted Wren-Babbler moved to monotypic Elachuridae as Spotted Elachura."
24515;24625;;"Melanocichla";"Sharpe, 1883";"TAX, PHY";"Melanocichla is comprised of two species that were formerly assigned to Garrulax in Leiothrichidae but molecular studies reveal that they belong in Timaliidae (Cai et al. 2019)."
24515;24628;;"Pomatorhinus";"Horsfield, 1821";;
24515;24688;;"Erythrogenys";"Baker, ECS, 1930";"TAX. PHY";"Deeply genetically divergent from other scimitar babblers in Pomatorhinus; split as a separate genus (Reddy & Moyle 2011; Dickinson & Christidis 2014). Note change in gender."
24515;24710;;"Stachyris";"Hodgson, 1844";;
24752;24753;;"Graminicola";"Jerdon, 1863";"TAX";"MOVE Graminicola from Locustellidae (Megaluridae) to Pellorneidae (Timaliidae) (Alström 2006; Johansson et al. 2008)."
24752;24758;;"Turdinus";"Blyth, 1844";"TAX. PHY";"Napothera, as previously defined, is polyphyletic. Separate the genus Turdinus which is a basal clade within Pellorneidae (Cai et al. 2019)."
24752;24767;;"Malacopteron";"Eyton, 1839";"TAX";"Genus transferred from Timaliidae to new babbler family Pellorneidae."
24752;24784;;"Gampsorhynchus";"Blyth, 1844";"TAX";"Genus transferred from Timaliidae to new babbler family Pellorneidae."
24752;24790;;"Schoeniparus";"Hume, 1874";"TAX, PHY";"Schoeniparus was formerly assigned to Alcippe but is genetically widely divergent (Moyle et al. 2012; Cai et al. 2019)."
24752;24818;;"Pellorneum";"Swainson, 1832";"TAX";"Genus transferred from Timaliidae to new babbler family Pellorneidae. Genus expanded to include Trichastoma and two species formerly assigned to Malacocincla (Eaton et al. 2016; Cai et al. 2019)."
24752;24887;;"Laticilla";"Blyth, 1845";"ENG";"Change [8.1] English names of Laticilla spp. from Prinia to Grass Babbler (H&M 4; HBW; Praveen et al. 2017)."
24752;24892;;"Illadopsis";"Heine, 1860";"TAX";"Genus transferred from Timaliidae to new babbler family Pellorneidae."
24752;24923;;"Kenopia";"Gray, GR, 1869";"TAX";"Genus transferred from Timaliidae to new babbler family Pellorneidae."
24752;24925;;"Malacocincla";"Blyth, 1845";"TAX, PHY";"Genus transferred from Timaliidae to new babbler family Pellorneidae. Malacocincla, as formerly treated, is polyphyletic. Two species transferred to Pellorneum to resolve the polyphyly (Cai et al. 2019)."
24752;24942;;"Gypsophila";"Oates, 1883";"TAX, PHY";"Gypsophila resurrected for a clade of species formerly attributed to Napothera (Cai et al. 2019)."
24752;24957;;"Ptilocichla";"Sharpe, 1877";"TAX";"Genus Ptilocichla transferred from Timaliidae to new babbler family Pellorneidae."
24752;24965;;"Napothera";"Gray, GR, 1842";"TAX, PHY";"Genus transferred from Timaliidae to new babbler family Pellorneidae. Genus expanded to include species formerly assigned to Rimator and Jabouilleia (Cai et al. 2019)."
24989;24990;;"Alcippe";"Blyth, 1844";;
25023;25024;;"Grammatoptila";"Reichenbach, 1850";;
25023;25031;;"Cutia";"Hodgson, 1837";"TAX";"Transfer genus Cutia from Timaliidae to new babbler family Leiothrichidae (Cibois et al. 2018)."
25023;25039;;"Laniellus";"Swainson, 1832";"PHY, TAX";"Genus Crocias transferred from Timaliidae to new babbler family Leiothrichidae. Replaced (9.1) by Laniellus (Cibois et al. 2018)."
25023;25042;;"Trochalopteron";"Blyth, 1843";"PHY, TAX";"Trochalopteron laughingthrushes are a non-sister clade to Garrulax (Gelang et al. 2009), with which they were long united."
25023;25100;;"Montecincla";"Robin et al., 2017";"TAX, SEQ";"Genus novum: Robin et al., 2017. Applied to the Western Ghats laughingthrushes which do not group with other genera of laughingthrushes, including Trochalopteron and Strophocincla, in which they were formerly placed by some. Sister to other Leiothrichidae (Robin et al. 2017); resequence to follow Heterophasia."
25023;25105;;"Heterophasia";"Blyth, 1842";"PHY, TAX";"Genus transferred from Timaliidae to new babbler family Leiothrichidae."
25023;25130;;"Actinodura";"Gould, 1836";"TAX";"Genus Actinodura transferred from Timaliidae to new babbler family Leiothrichidae."
25023;25167;;"Leiothrix";"Swainson, 1832";"TAX";"Genus transferred from Timaliidae to new babbler family Leiothrichidae."
25023;25184;;"Minla";"Hodgson, 1837";"TAX";"Previously in the Timaliidae, genus Minla is restricted to M. ignotincta (Cibois et al. 2018)."
25023;25190;;"Leioptila";"Blyth, 1847";;
25023;25198;;"Liocichla";"Swinhoe, 1877";"PHY, TAX";"Genus transferred from Timaliidae to new babbler family Leiothrichidae."
25023;25208;;"Argya";"Lesson, R, 1831";"PHY, TAX";"Genus Argya subsumes a clade of babblers previously lumped with Turdoides, and one species of ""Garrulax"" (Cibois et al. 2018)."
25023;25255;;"Turdoides";"Cretzschmar, 1826";;
25023;25310;;"Garrulax";"Lesson, R, 1831";"TAX, PHY";"Paraphyletic genus Garrulax transferred from Timaliidae to new babbler family Leiothrichidae; 21 species transferred from Garrulax to Trochalopteron and 8 species to Ianthocincla (Cibois et al. 2018)."
25023;25352;;"Ianthocincla";"Gould, 1835";"PHY, TAX";"New genus of laughingthrushes includes 8 species previously in Garrulax (Cibois et al. 2018). Note gender agreement."
25023;25376;;"Pterorhinus";"Swinhoe, 1868";"PHY, TAX";"Pterorhinus is a newly defined clade of 23 Garrulax babblers (Cibois et al. 2018)."
25439;25440;;"Modulatrix";"Ripley, 1952";;
25439;25444;;"Arcanator";"Irwin & Clancey, 1986";"TAX, PHY";"Separate Dapple-throat from Modulatrix to Arcanator, which is sister to Kakamega (Collar & Robson 2007; Johansson et al. 2008a)."
25439;25449;;"Kakamega";"Mann, CF, Burton, PJK & Lennerstedt, 1978";"PHY,SEQ";"Kakamega is not a babbler (Cibois et al. 2003); sister to Arcanator (Johansson et al. 2008a)."
25452;25453;;"Promerops";"Brisson, 1760";;
25459;25460;;"Irena";"Horsfield, 1821";;
25474;25475;;"Regulus";"Cuvier, 1800";;
25509;25510;;"Elachura";"Oates, 1889";;
25513;25514;;"Hyliota";"Swainson, 1837";;
25527;25528;;"Campylorhynchus";"Spix, 1824";;
25527;25582;;"Odontorchilus";"Richmond, 1915";;
25527;25587;;"Salpinctes";"Cabanis, 1847";;
25527;25597;;"Catherpes";"Baird, SF, 1858";;
25527;25607;;"Hylorchilus";"Nelson, 1897";;
25527;25610;;"Cinnycerthia";"Lesson, R, 1844";;
25527;25623;;"Cistothorus";"Cabanis, 1851";;
25527;25663;;"Thryomanes";"Sclater, PL, 1862";;
25527;25680;;"Ferminia";"Barbour, 1926";;
25527;25682;;"Pheugopedius";"Cabanis, 1851";;
25527;25745;;"Thryophilus";"Baird, SF, 1864";;
25527;25766;;"Cantorchilus";"Mann, NI, Barker, Graves, JA, Dingess-Mann & Slater, PJB, 2006";;
25527;25803;;"Thryothorus";"Vieillot, 1816";;
25527;25815;;"Troglodytes";"Vieillot, 1809";;
25527;25921;;"Thryorchilus";"Oberholser, 1904";;
25527;25923;;"Uropsila";"Sclater, PL & Salvin, 1873";;
25527;25930;;"Henicorhina";"Sclater, PL & Salvin, 1868";;
25527;25966;;"Microcerculus";"Salvin, 1861";;
25527;25984;;"Cyphorhinus";"Cabanis, 1844";;
26002;26003;;"Microbates";"Sclater, PL & Salvin, 1873";;
26002;26018;;"Ramphocaenus";"Vieillot, 1819";;
26002;26036;;"Polioptila";"Sclater, PL, 1855";;
26087;26088;;"Sitta";"Linnaeus, 1758";;
26192;26193;;"Tichodroma";"Illiger, 1811";;
26198;26199;;"Certhia";"Linnaeus, 1758";;
26198;26248;;"Salpornis";"Gray, GR, 1847";;
26258;26259;;"Dumetella";"Wood, CT, 1837";;
26258;26261;;"Melanoptila";"Sclater, PL, 1858";;
26258;26263;;"Mimus";"Boie, F, 1826";;
26258;26306;;"Oreoscoptes";"Baird, SF, 1858";;
26258;26308;;"Toxostoma";"Wagler, 1831";;
26258;26342;;"Ramphocinclus";"Lafresnaye, 1843";;
26258;26346;;"Melanotis";"Bonaparte, 1850";;
26258;26351;;"Allenia";"Cory, 1891";;
26258;26358;;"Margarops";"Sclater, PL, 1859";;
26258;26364;;"Cinclocerthia";"Gray, GR, 1840";;
26374;26375;;"Aplonis";"Gould, 1836";;
26374;26453;;"Mino";"Lesson, R, 1827";;
26374;26463;;"Basilornis";"Bonaparte, 1850";;
26374;26468;;"Sarcops";"Walden, 1875";;
26374;26473;;"Streptocitta";"Bonaparte, 1850";;
26374;26478;;"Enodes";"Temminck, 1839";;
26374;26480;;"Scissirostrum";"Lafresnaye, 1845";;
26374;26482;;"Saroglossa";"Hodgson, 1844";;
26374;26484;;"Ampeliceps";"Blyth, 1842";;
26374;26486;;"Gracula";"Linnaeus, 1758";;
26374;26499;;"Acridotheres";"Vieillot, 1816";;
26374;26524;;"Spodiopsar";"Sharpe, 1889";"TAX";"Separate Red-billed Starling and White-cheeked Starling from Sturnus to Spodiopsar (Lovette et al. 2008; Zuccon et al. 2008)."
26374;26527;;"Gracupica";"Lesson, R, 1831";"TAX";"Separate Black-collared Starling and Asian Pied Starling (Pied Myna) from Sturnus to Gracupica (Lovette et al. 2008; Zuccon et al. 2008)."
26374;26535;;"Agropsar";"Oates, 1889";"TAX";"Separate Daurian Starling and Chestnut-cheeked Starling from Sturnus to Agropsar (Lovette et al. 2008; Zuccon et al. 2008)."
26374;26538;;"Sturnia";"Lesson, R, 1837";"TAX";"Separate five starling species (White-shouldered, Chestnut-tailed, White-headed, Malabar, and Brahminy) from Sturnus to Sturnia (Lovette et al. 2008; Zuccon et al. 2008)."
26374;26549;;"Sturnornis";"Legge, 1879";"TAX";"Separate White-faced Starling from Sturnus to Sturnornis (Lovette et al. 2008; Zuccon et al. 2008)."
26374;26551;;"Leucopsar";"Stresemann, 1912";;
26374;26553;"1";"Fregilupus";"Lesson, R, 1831";;
26374;26555;"2";"Necropsar";"Slater, 1879";;
26374;26557;;"Pastor";"Temminck, 1815";"TAX";"Separate Rosy Starling from Sturnus to Pastor (Lovette et al. 2008; Zuccon et al. 2008)."
26374;26559;;"Sturnus";"Linnaeus, 1758";;
26374;26575;;"Creatophora";"Lesson, R, 1847";;
26374;26577;;"Notopholia";"Roberts, 1922";"TAX, SEQ";"Separate Black-bellied Starling from Lamprotornis to Notopholia; resequence to precede Hylopsar/Lamprotornis (Lovette & Rubenstein 2007)."
26374;26581;;"Hylopsar";"Boetticher, 1940";"TAX, SEQ";"Separate Purple-headed Starling and Copper-tailed Starling from Lamprotornis to Hylopsar; resequence to precede Lamprotornis (Lovette & Rubenstein 2007)."
26374;26584;;"Lamprotornis";"Temminck, 1820";;
26374;26629;;"Hartlaubius";"Bonaparte, 1853";"TAX, SEQ";"Separate Madagascar Starling from Saroglossa to Hartlaubius; resequence to precede Violet-backed Starling (Lovette & Rubenstein 2007)."
26374;26631;;"Cinnyricinclus";"Lesson, R, 1840";;
26374;26636;;"Onychognathus";"Hartlaub, 1849";;
26374;26660;;"Poeoptera";"Bonaparte, 1854";;
26374;26668;;"Grafisia";"Bates, 1926";;
26374;26670;;"Speculipastor";"Reichenow, 1879";;
26374;26672;;"Neocichla";"Sharpe, 1876";;
26374;26676;;"Rhabdornis";"Reichenbach, 1853";"PHY";"Rhabdornis ""creepers"" of the Philippines are related to Aplonis starlings and not separable into their own family (Lovette et al. 2008; Zuccon et al. 2008)."
26687;26688;;"Buphagus";"Brisson, 1760";;
26694;26695;;"Neocossyphus";"Fischer, GA, 1884";;
26694;26702;;"Stizorhina";"Oberholser, 1899";;
26694;26708;;"Geokichla";"Müller, S, 1836";"TAX";"21 species of Zoothera thrushes are assigned to Geokichla (Voelker & Klicka 2008; Voelker & Outlaw 2008)."
26694;26769;;"Zoothera";"Vigors, 1832";;
26694;26807;;"Ixoreus";"Bonaparte, 1854";;
26694;26813;;"Ridgwayia";"Stejneger, 1883";;
26694;26817;;"Cataponera";"Hartert, 1896";;
26694;26823;;"Grandala";"Hodgson, 1843";;
26694;26825;;"Sialia";"Swainson, 1827";;
26694;26842;;"Myadestes";"Swainson, 1838";;
26694;26875;;"Cichlopsis";"Cabanis, 1851";;
26694;26881;;"Catharus";"Bonaparte, 1850";;
26694;26957;;"Hylocichla";"Baird, SF, 1864";;
26694;26959;;"Entomodestes";"Stejneger, 1883";;
26694;26962;;"Turdus";"Linnaeus, 1758";;
26694;27265;;"Cochoa";"Hodgson, 1836";;
26694;27270;;"Chlamydochaera";"Sharpe, 1887";;
27273;27274;;"Alethe";"Cassin, 1859";"PHY, TAX";"Species of Alethe transferred from Turdidae (Voelker & Spellman 2004; Sangster et al. 2010); see also Pseudalethe."
27273;27279;;"Cercotrichas";"Boie, F, 1831";"PHY, TAX";"Cercotrichas includes Erythropygia scrub robins (Sangster et al. 2010; cf. Collar 2005). Revision of the genus Cercotrichas awaits clarification of the phylogenetic position of C. signata."
27273;27320;;"Copsychus";"Wagler, 1827";"PHY, TAX";"Copsychus includes species formerly in Saxicoloides and Trichixos."
27273;27362;;"Fraseria";"Bonaparte, 1854";;
27273;27370;;"Myioparus";"Roberts, 1922";;
27273;27378;;"Melaenornis";"Gray, GR, 1840";"PHY, TAX";"Melaenornis includes Dioptrornis, Bradornis, and Sigelus (Dickinson 2003; Sangster et al. 2010)."
27273;27431;;"Empidornis";"Reichenow, 1901";"PHY";"Silverbird possibly a member of the Melaenornis complex but not sampled by Sangster et al. (2010)."
27273;27433;;"Muscicapa";"Brisson, 1760";;
27273;27503;;"Anthipes";"Blyth, 1847";"TAX, SEQ";"Separate White-gorgeted Flycatcher and Rufous-browed Flycatcher from Ficedula to Anthipes in Niltavinae (Outlaw & Voelker 2006; Sangster et al. 2010; Shakya et al. 2020)."
27273;27512;;"Cyornis";"Blyth, 1843";"PHY, TAX";"Transfer Cyornis species from Rhinomyias (Sangster et al. 2010; see Zhang et al. 2016; Gwee et al. 2019 for revisions based on genetics and vocalisations)."
27273;27603;;"Niltava";"Hodgson, 1837";;
27273;27621;;"Cyanoptila";"Blyth, 1847";;
27273;27626;;"Eumyias";"Cabanis, 1851";;
27273;27645;;"Erithacus";"Cuvier, 1800";;
27273;27656;;"Chamaetylas";"Heine, 1860";"PHY, TAX";"Transfer 4 species of Alethe to Chamaetylas (Pseudalethe) (Sangster et al. 2010). Replace Pseudalethe Beresford, 2003 with Chamaetylas Heine, 1860 which has priority."
27273;27674;;"Cossyphicula";"Grote, 1934";;
27273;27678;;"Cossypha";"Vigors, 1825";;
27273;27727;;"Swynnertonia";"Roberts, 1922";;
27273;27731;;"Pogonocichla";"Cabanis, 1847";;
27273;27743;;"Stiphrornis";"Hartlaub, 1855";;
27273;27753;;"Sheppardia";"Haagner, 1909";;
27273;27782;;"Cichladusa";"Peters, W, 1863";;
27273;27789;;"Heinrichia";"Stresemann, 1931";"PHY, SEQ";"Genus Heinrichia transferred from Turdidae to Muscicapidae/Saxicolinae (Sangster et al. 2010; Zuccon & Ericson 2010)."
27273;27794;;"Leonardina";"Mearns, 1905";;
27273;27796;;"Heteroxenicus";"Sharpe, 1902";"PHY, SEQ";"Genus Heteroxenicus transferred from Turdidae to Muscicapidae/Saxicolinae (Sangster et al. 2010; Zuccon & Ericson 2010)."
27273;27800;;"Brachypteryx";"Horsfield, 1821";"PHY, SEQ";"Genus Brachypteryx transferred from Turdidae to Muscicapidae/Saxicolinae (Sangster et al. 2010; Zuccon & Ericson 2010)."
27273;27823;;"Vauriella";"Wolters, 1980";"PHY, TAX";"Separate four species of Jungle Flycatchers from Rhinomyias to Vauriella (Sangster et al. 2010)."
27273;27828;;"Larvivora";"Hodgson, 1837";"PHY, TAX";"Reinstate Larvivora for 6 species of Luscinia/Erithacus (Sangster et al. 2010; H&M 4)."
27273;27844;;"Luscinia";"Forster, T, 1817";;
27273;27865;;"Irania";"de Filippi, 1863";;
27273;27867;;"Calliope";"Gould, 1836";"PHY, TAX";"Move 4 species from Luscinia to Calliope (Sangster et al. 2010)."
27273;27879;;"Myiomela";"Gray, GR, 1846";"PHY";"Myiomela is sister to Tarsiger (Zuccon & Ericson 2010)."
27273;27887;;"Sholicola";"Robin et al., 2017";"PHY, TAX, SEQ";"Sholicola is a new genus for two species of Myiomela blue robins which were formerly assigned to Brachypteryx. Sholicola is related instead to the blue flycatchers within Niltavinae (Robin et al. 2017)."
27273;27892;;"Tarsiger";"Hodgson, 1845";;
27273;27906;;"Enicurus";"Temminck, 1822";;
27273;27926;;"Myophonus";"Temminck, 1822";"PHY, SEQ";"Genus Myophonus transferred from Turdidae to Muscicapidae/Saxicolinae (Sangster et al. 2010; Zuccon & Ericson 2010)."
27273;27942;;"Cinclidium";"Blyth, 1842";;
27273;27946;;"Ficedula";"Brisson, 1760";"SEQ";"Sequence based on Moyle et al. (2015) and Hooper et al. (2016)."
27273;28036;;"Phoenicurus";"Forster, T, 1817";;
27273;28064;;"Monticola";"Boie, F, 1822";;
27273;28094;;"Saxicola";"Bechstein, 1802";;
27273;28155;;"Campicoloides";"Roberts, 1922";;
27273;28157;;"Emarginata";"Shelley, 1896";"PHY, TAX";"Emarginata has priority over Cercomela for these three species of chats not moved to Oenanthe (Outlaw et al. 2009; Aliabadian et al. 2012)."
27273;28173;;"Pinarochroa";"Sundevall, 1872";"PHY, TAX";"Separate Moorland Chat from other species of Cercomela/Oenanthe to Pinarochroa (Outlaw et al. 2010; Aliabadian et al. 2012)."
27273;28179;;"Thamnolaea";"Cabanis, 1851";;
27273;28191;;"Myrmecocichla";"Cabanis, 1851";;
27273;28209;;"Oenanthe";"Vieillot, 1816";;
27273;28289;;"Pinarornis";"Sharpe, 1876";;
27273;28291;;"Namibornis";"Bradfield, 1935";"PHY";"Incertae sedis."
27273;28293;;"Humblotia";"Milne-Edwards & Oustalet, 1885";"PHY";"Incertae sedis."
28296;28297;;"Cinclus";"Borkhausen, 1797";;
28329;28330;;"Chloropsis";"Jardine & Selby, 1827";;
28364;28365;;"Prionochilus";"Strickland, 1841";;
28364;28384;;"Dicaeum";"Cuvier, 1816";;
28542;28543;;"Chalcoparia";"Cabanis, 1851";;
28542;28556;;"Deleornis";"Wolters, 1977";;
28542;28562;;"Anthreptes";"Swainson, 1832";;
28542;28603;;"Hedydipna";"Cabanis, 1851";;
28542;28617;;"Anabathmis";"Reichenow, 1905";;
28542;28621;;"Dreptes";"Reichenow, 1914";;
28542;28623;;"Anthobaphes";"Cabanis, 1851";;
28542;28625;;"Cyanomitra";"Reichenbach, 1853";;
28542;28662;;"Chalcomitra";"Reichenbach, 1853";;
28542;28687;;"Leptocoma";"Cabanis, 1851";;
28542;28726;;"Nectarinia";"Illiger, 1811";;
28542;28744;;"Drepanorhynchus";"Fischer, GA & Reichenow, 1884";;
28542;28749;;"Cinnyris";"Cuvier, 1816";;
28542;28896;;"Aethopyga";"Cabanis, 1851";;
28542;28974;;"Kurochkinegramma";"Kashain, 1978";"TAX";"Formerly Hypogramma, which is preoccupied by a genus within Lepidoptera (Gregory & Dickinson 2012b; Dickinson & Christidis 2014)."
28542;28981;;"Arachnothera";"Temminck, 1826";;
29024;29025;;"Hypocryptadius";"Hartert, 1903";;
29024;29027;;"Passer";"Brisson, 1760";;
29024;29104;;"Carpospiza";"Müller, JW, 1854";;
29024;29106;;"Petronia";"Kaup, 1829";;
29024;29115;;"Gymnoris";"Blyth, 1845";;
29024;29128;;"Montifringilla";"Brehm, CL, 1828";;
29024;29141;;"Onychostruthus";"Richmond, 1917";;
29024;29143;;"Pyrgilauda";"Verreaux, J, 1871";;
29156;29157;;"Bubalornis";"Smith, A, 1836";;
29156;29162;;"Dinemellia";"Reichenbach, 1863";;
29156;29166;;"Plocepasser";"Smith, A, 1836";"PHY, TAX";"Move sparrow-weavers Plocepasser from Passeridae to Ploceidae (De Silva et al. 2017)."
29156;29175;;"Histurgops";"Reichenow, 1887";"PHY, TAX";"Move Rufous-tailed Weaver (Histurgops) from Passeridae to Ploceidae (De Silva et al. 2017)."
29156;29177;;"Pseudonigrita";"Reichenow, 1903";"PHY, TAX";"Move social weavers (Pseudonigrita) from Passeridae to Ploceidae (De Silva et al. 2017)."
29156;29183;;"Philetairus";"Smith, A, 1837";"PHY, TAX";"Move Sociable Weaver (Philetairus) from Passeridae to Ploceidae (De Silva et al. 2017)."
29156;29185;;"Sporopipes";"Cabanis, 1847";;
29156;29192;;"Amblyospiza";"Sundevall, 1850";;
29156;29204;;"Ploceus";"Cuvier, 1816";;
29156;29354;;"Malimbus";"Vieillot, 1805";;
29156;29374;;"Anaplectes";"Reichenbach, 1863";;
29156;29379;;"Quelea";"Reichenbach, 1850";;
29156;29388;;"Foudia";"Reichenbach, 1850";;
29156;29400;;"Brachycope";"Reichenow, 1900";;
29156;29402;;"Euplectes";"Swainson, 1829";;
29457;29458;;"Heteromunia";"Mathews, 1913";;
29457;29460;;"Oreostruthus";"De Vis, 1898";;
