"FamilyID_idx";"GenusID";"Extinct";"GenusSc";"Authority";"Code";"Comment"
13689;13780;;"Myrmotherula";"Sclater, PL, 1858";;
13689;13842;;"Terenura";"Cabanis & Heine, 1860";;
13689;13845;;"Myrmochanes";"Allen, JA, 1889";;
13689;13847;;"Formicivora";"Swainson, 1824";;
13689;13872;;"Stymphalornis";"Bornschein, Reinert & Teixera, 1995";;
13689;13876;;"Dichrozona";"Ridgway, 1888";;
13689;13881;;"Rhopias";"Cabanis & Heine, 1860";;
13689;13883;;"Isleria";"Bravo, Chesser & Brumfield, 2012";"TAX, PHY";"Separate two species of Myrmotherula antwrens to new genus Isleria (Bravo et al. 2012; SACC 518)."
13689;13890;;"Thamnomanes";"Cabanis, 1847";;
13689;13906;;"Megastictus";"Ridgway, 1909";;
13689;13908;;"Herpsilochmus";"Cabanis, 1847";;
13689;13936;;"Dysithamnus";"Cabanis, 1847";;
13689;13967;;"Thamnophilus";"Vieillot, 1816";;
13689;14077;;"Sakesphorus";"Chubb, C, 1918";;
13689;14087;;"Biatas";"Cabanis & Heine, 1860";"SEQ";"Placement of Biatas here in the sequence is provisional (Ohlson et al. 2013)."
13689;14089;;"Cymbilaimus";"Gray, GR, 1840";;
13689;14095;;"Taraba";"Lesson, R, 1831";;
13689;14107;;"Mackenziaena";"Chubb, C, 1918";;
13689;14110;;"Frederickena";"Chubb, C, 1918";;
13689;14117;;"Hypoedaleus";"Cabanis & Heine, 1860";;
13689;14119;;"Batara";"Lesson, R, 1831";;
13689;14124;;"Xenornis";"Chapman, 1924";"SEQ";"Placement of Xenornis here in the sequence is provisional (Ohlson et al. 2013)."
13689;14126;;"Pithys";"Vieillot, 1818";;
13689;14131;;"Phaenostictus";"Ridgway, 1909";;
13689;14136;;"Gymnopithys";"Bonaparte, 1857";;
13689;14152;;"Oneillornis";"Isler, ML, Bravo & Brumfield, 2014";"TAX, PHY";"Genus nov., split from Gymnopithys: Isler, Bravo & Brumfield, 2014."
13689;14155;;"Rhegmatorhina";"Ridgway, 1888";;
13689;14165;;"Phlegopsis";"Reichenbach, 1850";;
13689;14175;;"Willisornis";"Agne & Pacheco, 2007";"TAX";"Separate Scale-backed Antbird from Hylophylax to new genus Willisornis (Brumfield et al. 2007; Agne & Pacheco 2007; SACC 495)."
13689;14185;;"Drymophila";"Swainson, 1824";;
13689;14201;;"Hypocnemis";"Cabanis, 1847";;
13689;14221;;"Sciaphylax";"Isler, ML, Bravo & Brumfield, 2013";"PHY";"Genus nov., split from Myrmeciza: Isler et al., 2013."
13689;14228;;"Cercomacroides";"Tello et al., 2014";"TAX";"Genus nov., split from Cercomacra: Tello et al., 2014."
13689;14247;;"Cercomacra";"Sclater, PL, 1858";;
13689;14259;;"Myrmoderus";"Ridgway, 1909";"PHY, TAX, SEQ";"Four species of Myrmeciza antbirds are assigned to Myrmodera (follows Isler et al. 2013; SACC 628, H&M 4; HBW Alive; Clements 2017). Note gender change."
13689;14269;;"Hypocnemoides";"Bangs & Penard, TE, 1918";;
13689;14275;;"Hylophylax";"Ridgway, 1909";;
13689;14286;;"Sclateria";"Oberholser, 1899";;
13689;14292;;"Myrmelastes";"Sclater, PL, 1858";"PHY, TAX";"Replace Schistocichla with Myrmelastes. Molecular studies indicate that Plumbeous Antbird (formerly included in Myrmeciza) is embedded within a clade that includes species formerly assigned to the genus Schistocichla. With the revision of the genus Myrmeciza, Myrmelastes Sclater, 1858 becomes the genus appropriately applied to the species formerly assigned to Schistocichla within this revised classification since it has precedence over Schistocichla Todd, 1927 (Isler et al. 2013; SACC 628; H&M 4; HBW Alive; Clements 2017). "
13689;14309;;"Poliocrania";"Isler, ML, Bravo & Brumfield, 2013";"PHY";"Genus nov., split from Myrmeciza: Isler et al., 2013."
13689;14316;;"Ampelornis";"Isler, ML, Bravo & Brumfield, 2013";"PHY";"Genus nov., split from Myrmeciza: Isler et al., 2013."
13689;14318;;"Sipia";"Hellmayr, 1924";"PHY";"Genus revived with revised classification of polyphyletic Myrmeciza (Isler et al. 2013; Chesser et al. 2020, NACC 2020-C-11)."
13689;14323;;"Myrmeciza";"Gray, GR, 1841";"PHY, TAX";"Revised classification of polyphyletic Myrmeciza antbirds assigns the species to 12 genera in 3 different tribes of subfamily Thamnophilinae (Isler et al. 2013; H&M 4; HBW Alive; Clements; Chesser et al. 2020, NACC 2020-C-11). Much reduced Myrmeciza is monotypic. "
13689;14329;;"Myrmoborus";"Cabanis & Heine, 1860";;
13689;14350;;"Gymnocichla";"Sclater, PL, 1858";;
13689;14356;;"Pyriglena";"Cabanis, 1847";;
13689;14371;;"Rhopornis";"Richmond, 1902";"SEQ";"Placement of Rhopornis here in the sequence is provisional (Ohlson et al. 2013)."
13689;14373;;"Percnostola";"Cabanis & Heine, 1860";;
13689;14380;;"Akletos";"Dunajewski, 1948";"PHY";"Genus revived with revised classification of polyphyletic Myrmeciza."
13689;14383;;"Hafferia";"Isler, ML, Bravo & Brumfield, 2013";"PHY";"Genus nov.; split from Myrmeciza: Isler et al., 2013."
14394;14395;;"Formicarius";"Boddaert, 1783";;
14394;14426;;"Chamaeza";"Vigors, 1825";;
14452;14453;;"Grallaria";"Vieillot, 1816";;
14452;14546;;"Hylopezus";"Ridgway, 1909";;
14452;14571;;"Myrmothera";"Vieillot, 1816";;
14452;14584;;"Grallaricula";"Sclater, PL, 1858";;
14616;14617;;"Conopophaga";"Vieillot, 1816";;
14616;14644;;"Pittasoma";"Cassin, 1860";"PHY, TAX";"The two species of Pittasoma are sister to gnateaters Conopophaga and resequenced to be in this family (Rice 2005; SACC 235; NACC 2007-A-10d)."
14653;14654;;"Acropternis";"Cabanis & Heine, 1860";;
14653;14658;;"Pteroptochos";"Kittlitz, 1830";;
14653;14664;;"Scelorchilus";"Oberholser, 1923";;
14653;14671;;"Rhinocrypta";"Gray, GR, 1841";;
14653;14675;;"Teledromas";"Wetmore & Peters, JL, 1922";;
14653;14677;;"Liosceles";"Sclater, PL, 1865";;
14653;14682;;"Psilorhamphus";"Sclater, PL, 1855";;
14653;14684;;"Merulaxis";"Lesson, R, 1831";;
14653;14687;;"Eugralla";"Lesson, R, 1842";;
14653;14689;;"Myornis";"Chapman, 1915";;
14653;14691;;"Eleoscytalopus";"Maurício et al., 2008";;
14653;14694;;"Scytalopus";"Gould, 1837";;
14759;14760;;"Melanopareia";"Reichenbach, 1853";;
14774;14775;;"Piprites";"Cabanis, 1847";"PHY";"Piprites is traditionally grouped with the manakins (Pipridae), but both Tello et al. (2009) and Ohlson et al. (2008) place it within Tyrannidae, possibly in a basal position (Harshman 2009). SACC 732 declined family rank."
14774;14786;;"Phyllomyias";"Cabanis & Heine, 1860";"PHY, TAX";"Phyllomyias is polyphyletic, with at least two clades; nomenclature revisions include return to use of Tyranniscus for one set of species (Fitzpatrick 2004; Tello et al. 2009; SACC; Harshman 2009)."
14774;14814;;"Tyrannulus";"Vieillot, 1816";;
14774;14816;;"Myiopagis";"Salvin & Godman, 1888";;
14774;14846;;"Elaenia";"Sundevall, 1836";;
14774;14903;;"Ornithion";"Hartlaub, 1853";;
14774;14907;;"Camptostoma";"Sclater, PL, 1857";;
14774;14923;;"Suiriri";"d'Orbigny, 1840";;
14774;14928;;"Mecocerculus";"Sclater, PL, 1862";;
14774;14949;;"Anairetes";"Reichenbach, 1850";;
14774;14967;;"Uromyias";"Hellmayr, 1927";"TAX";"Uromyias resurrected based on recent molecular studies (DuBay & Witt 2012; SACC 525)."
14774;14973;;"Serpophaga";"Gould, 1839";;
14774;14987;;"Phaeomyias";"Berlepsch, 1902";;
14774;14997;;"Capsiempis";"Cabanis & Heine, 1860";;
14774;15004;;"Polystictus";"Reichenbach, 1850";;
14774;15010;;"Nesotriccus";"Townsend, CH, 1895";;
14774;15012;;"Pseudocolopteryx";"Lillo, 1905";;
14774;15018;;"Pseudotriccus";"Taczanowski & Berlepsch, 1885";;
14774;15026;;"Corythopis";"Sundevall, 1836";;
14774;15032;;"Euscarthmus";"Wied-Neuwied, 1831";;
14774;15038;;"Pseudelaenia";"Lanyon, W, 1988";;
14774;15040;;"Stigmatura";"Sclater, PL & Salvin, 1866";"PS";"Additional species of Stigmatura complex await resolution and formal description (fide B. Whitney)."
14774;15049;;"Zimmerius";"Traylor, 1977";;
14774;15071;;"Pogonotriccus";"Cabanis & Heine, 1860";"TAX";"STET: SACC keeps bristle tyrants in Phylloscartes but needs proposal to update to Pogonotriccus (Fitzpatrick 2004)."
14774;15084;;"Phylloscartes";"Cabanis & Heine, 1860";;
14774;15107;;"Mionectes";"Cabanis, 1844";;
14774;15132;;"Leptopogon";"Cabanis, 1844";;
14774;15145;;"Guyramemua";"Lopes et al., 2017";;"Genus nov.: Lopes et al., 2017."
14774;15147;;"Sublegatus";"Sclater, PL & Salvin, 1868";;
14774;15159;;"Inezia";"Cherrie, 1909";;
14774;15168;;"Myiophobus";"Reichenbach, 1850";"TAX";"The traditional genus Myiophobus is polyphyletic; comprises three clades (Ohlson et al. 2008, 2009; Tello et al. 2009), one of which is now separated as Nephelomyias."
14774;15192;;"Nephelomyias";"Ohlson, Fjeldså & Ericson, 2009";;
14774;15199;;"Myiotriccus";"Ridgway, 1905";;
14774;15205;;"Tachuris";"Lafresnaye, 1836";;
14774;15211;;"Culicivora";"Swainson, 1827";;
14774;15213;;"Hemitriccus";"Cabanis & Heine, 1860";;
14774;15267;;"Myiornis";"Bertoni, AW, 1901";;
14774;15276;;"Oncostoma";"Sclater, PL, 1862";;
14774;15279;;"Lophotriccus";"Berlepsch, 1884";;
14774;15293;;"Atalotriccus";"Ridgway, 1905";"TAX";"Lophotriccus pilaris is assigned to Atalotriccus (SACC)."
14774;15299;;"Poecilotriccus";"Berlepsch, 1884";;
14774;15334;;"Taeniotriccus";"Berlepsch & Hartert, 1902";;
14774;15338;;"Todirostrum";"Lesson, R, 1831";;
14774;15364;;"Cnipodectes";"Sclater, PL & Salvin, 1873";;
14774;15369;;"Rhynchocyclus";"Cabanis & Heine, 1860";;
14774;15386;;"Tolmomyias";"Hellmayr, 1927";;
14774;15427;;"Calyptura";"Swainson, 1832";;
14774;15429;;"Platyrinchus";"Desmarest, 1805";;
14774;15462;;"Neopipo";"Sclater, PL & Salvin, 1869";;
14774;15466;;"Pyrrhomyias";"Cabanis & Heine, 1860";;
14774;15474;;"Hirundinea";"d'Orbigny & Lafresnaye, 1837";;
14774;15480;;"Lathrotriccus";"Lanyon, W & Lanyon, S, 1986";;
14774;15488;;"Aphanotriccus";"Ridgway, 1905";;
14774;15491;;"Cnemotriccus";"Hellmayr, 1927";;
14774;15500;;"Xenotriccus";"Dwight & Griscom, 1927";;
14774;15503;;"Sayornis";"Bonaparte, 1854";;
14774;15515;;"Mitrephanes";"Coues, 1882";;
14774;15522;;"Contopus";"Cabanis, 1855";;
14774;15568;;"Empidonax";"Cabanis, 1855";;
14774;15610;;"Pyrocephalus";"Gould, 1838";;
14774;15624;;"Lessonia";"Swainson, 1832";;
14774;15627;;"Knipolegus";"Boie, F, 1826";;
14774;15653;;"Hymenops";"Lesson, R, 1828";;
14774;15657;;"Ochthornis";"Sclater, PL, 1888";;
14774;15659;;"Satrapa";"Strickland, 1844";;
14774;15661;;"Muscisaxicola";"d'Orbigny & Lafresnaye, 1837";;
14774;15691;;"Agriornis";"Gould, 1839";;
14774;15709;;"Xolmis";"Boie, F, 1826";;
14774;15723;;"Heteroxolmis";"Lanyon, W, 1986";;
14774;15725;;"Myiotheretes";"Reichenbach, 1850";;
14774;15736;;"Cnemarchus";"Ridgway, 1905";;
14774;15740;;"Polioxolmis";"Lanyon, W, 1986";;
14774;15744;;"Neoxolmis";"Hellmayr, 1927";;
14774;15746;;"Gubernetes";"Such, 1825";;
14774;15748;;"Muscipipra";"Lesson, R, 1831";;
14774;15750;;"Fluvicola";"Swainson, 1827";;
14774;15756;;"Arundinicola";"d'Orbigny, 1840";;
14774;15758;;"Alectrurus";"Vieillot, 1816";;
14774;15761;;"Tumbezia";"Chapman, 1925";;
14774;15763;;"Silvicultrix";"Lanyon, W, 1986";"TAX";"Silvicultrix has often been submerged within Ochthoeca (in Fluvicolini), but the two are not closest relatives (Tello et al. 2009; Harshman 2009)."
14774;15780;;"Ochthoeca";"Cabanis, 1847";;
14774;15811;;"Colorhamphus";"Sundevall, 1872";;
14774;15813;;"Colonia";"Gray, JE, 1828";;
14774;15820;;"Muscigralla";"d'Orbigny & Lafresnaye, 1837";;
14774;15822;;"Machetornis";"Gray, GR, 1841";;
14774;15827;;"Legatus";"Sclater, PL, 1859";;
14774;15831;;"Phelpsia";"Lanyon, W, 1984";;
14774;15833;;"Myiozetetes";"Sclater, PL, 1859";;
14774;15854;;"Pitangus";"Swainson, 1827";;
14774;15866;;"Philohydor";"Lanyon, W, 1984";"TAX";"Retained in Philohydor (following Lanyon 1986; Fitzpatrick 2004); contra placement in Pitangus by SACC and AOU (1998)."
14774;15870;;"Conopias";"Cabanis & Heine, 1860";;
14774;15881;;"Myiodynastes";"Bonaparte, 1857";;
14774;15897;;"Megarynchus";"Thunberg, 1824";;
14774;15905;;"Tyrannopsis";"Ridgway, 1905";;
14774;15907;;"Empidonomus";"Cabanis & Heine, 1860";;
14774;15911;;"Griseotyrannus";"Lanyon, W, 1984";"TAX";"Retained in Griseotyrannus (following Lanyon 1986; Fitzpatrick 2004); contra Empidonomus by SACC and AOU (1998)."
14774;15915;;"Tyrannus";"Lacépède, 1799";;
14774;15948;;"Rhytipterna";"Reichenbach, 1850";;
14774;15956;;"Sirystes";"Cabanis & Heine, 1860";;
14774;15963;;"Casiornis";"Des Murs, 1856";;
14774;15966;;"Myiarchus";"Cabanis, 1844";;
14774;16038;;"Deltarhynchus";"Ridgway, 1893";;
14774;16040;;"Ramphotrigon";"Gray, GR, 1855";;
14774;16048;;"Attila";"Lesson, R, 1831";;
16073;16074;;"Ampelioides";"Verreaux, J, 1867";;
16073;16076;;"Pipreola";"Swainson, 1838";;
16073;16108;;"Snowornis";"Prum, 2001";;
16073;16113;;"Carpornis";"Gray, GR, 1846";;
16073;16116;;"Rupicola";"Brisson, 1760";;
16073;16123;;"Phoenicircus";"Swainson, 1832";;
16073;16126;;"Zaratornis";"Koepcke, 1954";;
16073;16128;;"Phytotoma";"Molina, 1782";;
16073;16134;;"Phibalura";"Vieillot, 1816";"PHY, SEQ";"Phibalura is a cotinga, sister to Ampelion and Doliornis (Berv & Prum 2014)."
16073;16137;;"Doliornis";"Taczanowski, 1874";;
16073;16140;;"Ampelion";"Tschudi, 1845";;
16073;16145;;"Haematoderus";"Bonaparte, 1854";;
16073;16147;;"Querula";"Vieillot, 1816";;
16073;16149;;"Pyroderus";"Gray, GR, 1840";;
16073;16156;;"Cephalopterus";"Geoffroy Saint-Hilaire, É, 1809";;
16073;16160;;"Perissocephalus";"Oberholser, 1899";;
16073;16162;;"Tijuca";"Férussac, 1829";"TAX, PHY";"Phylogenetic studies reveal that Tijuca is embedded in Lipaugus (Berv & Prum 2014; Settlecowski et al. 2020). STET pending SACC proposal."
16073;16165;;"Lipaugus";"Boie, F, 1828";" ";" "
16073;16175;;"Procnias";"Illiger, 1811";;
16073;16184;;"Cotinga";"Brisson, 1760";;
16073;16192;;"Porphyrolaema";"Bonaparte, 1854";;
16073;16194;;"Conioptilon";"Lowery & O'Neill, 1966";;
16073;16196;;"Gymnoderus";"Geoffroy Saint-Hilaire, É, 1809";;
16073;16198;;"Xipholena";"Gloger, 1841";;
16073;16202;;"Carpodectes";"Salvin, 1865";;
16207;16208;;"Tyranneutes";"Sclater, PL & Salvin, 1881";;
16207;16211;;"Neopelma";"Sclater, PL, 1861";"PHY";"Tyrant-Manakins are sister group to the other ""core"" manakins (McKay et al. 2010)."
16207;16217;;"Chloropipo";"Cabanis & Heine, 1860";;
16207;16220;;"Antilophia";"Reichenbach, 1850";;
16207;16223;;"Chiroxiphia";"Cabanis, 1847";;
16207;16233;;"Ilicura";"Reichenbach, 1850";;
16207;16235;;"Masius";"Bonaparte, 1850";;
16207;16242;;"Corapipo";"Bonaparte, 1854";;
16207;16248;;"Xenopipo";"Cabanis, 1847";;
16207;16253;;"Cryptopipo";"Ohlson, Fjeldså & Ericson, 2013";"PHY, TAX";"Separated from Xenopipo by Ohlson et al. (2013); SACC 591-B2."
16207;16259;;"Lepidothrix";"Bonaparte, 1854";;
16207;16282;;"Heterocercus";"Sclater, PL, 1862";;
16207;16286;;"Manacus";"Brisson, 1760";;
16207;16310;;"Pipra";"Linnaeus, 1764";"PHY";"The traditional genus Pipra is polyphyletic (Tello et al. 2009)."
16207;16325;;"Machaeropterus";"Bonaparte, 1854";;
16207;16338;;"Pseudopipra";"Kirwan et al., 2016";"TAX";"Dixiphia was tentatively used for a clade of Pipra following Tello et al. (2009), but Kirwan et al. (2016) show that Dixiphia is a synonym of Arundinicola. New genus Pseudopipra replaces Dixiphia (for White-crowned Manakin only): Kirwan et al., 2016. New genus name accepted by NACC (Chesser et al. 2020, NACC 2020-C-06)."
16207;16353;;"Ceratopipra";"Bonaparte, 1854";"PHY, TAX";"Ceratopipra species previously in Dixiphia following Tello et al. (2009); but Dixiphia is a synonym of Arundinicola (Kirwan et al. 2016)."
16365;16366;;"Oxyruncus";"Temminck, 1820";;
16365;16372;;"Onychorhynchus";"Fischer von Waldheim, 1810";"PHY";"Genetic data place Onychorhynchus in the Tityridae (Ohlson et al. 2008; Tello et al. 2009)."
16365;16381;;"Myiobius";"Gray, GR, 1839";"PHY";"Genetic data place Myiobius in the Tityridae (Ohlson et al. 2008; Tello et al. 2009)."
16365;16404;;"Terenotriccus";"Ridgway, 1905";"PHY";"Genetic data place Terenotriccus in the Tityridae (Ohlson et al. 2008; Tello et al. 2009)."
16365;16414;;"Tityra";"Vieillot, 1816";;
16365;16435;;"Schiffornis";"Bonaparte, 1854";;
16365;16456;;"Laniocera";"Lesson, R, 1841";;
16365;16462;;"Iodopleura";"Lesson, R, 1839";;
16365;16468;;"Laniisoma";"Swainson, 1832";;
16365;16474;;"Xenopsaris";"Ridgway, 1891";;
16365;16478;;"Pachyramphus";"Gray, GR, 1839";;
16548;16549;;"Menura";"Latham, 1801";;
16556;16557;;"Atrichornis";"Stejneger, 1885";;
16563;16564;;"Ailuroedus";"Cabanis, 1851";"PHY, TAX, SEQ";"Revision of Ailuroedus catbirds follows Irestedt et al. (2015)"
16563;16584;;"Scenopoeetes";"Coues, 1891";;
16563;16586;;"Archboldia";"Rand, 1940";;
16563;16590;;"Amblyornis";"Elliot, DG, 1872";;
16563;16598;;"Prionodura";"De Vis, 1883";;
16563;16600;;"Sericulus";"Swainson, 1825";;
16563;16605;;"Ptilonorhynchus";"Kuhl, 1820";;
16563;16609;;"Chlamydera";"Gould, 1837";;
16622;16623;;"Cormobates";"Mathews, 1922";;
16622;16633;;"Climacteris";"Temminck, 1820";;
16647;16648;;"Sipodotus";"Mathews, 1928";;
16647;16650;;"Chenorhamphus";"Oustalet, 1878";"TAX";"Broad-billed Fairywren and Campbell's Fairywren are moved from Malurus to Chenorhamphus (Driskell et al. 2011)."
16647;16653;;"Malurus";"Vieillot, 1816";;
16647;16696;;"Clytomyias";"Sharpe, 1879";;
16647;16700;;"Stipiturus";"Lesson, R, 1831";;
16647;16712;;"Amytornis";"Stejneger, 1885";"TAX";"See Christidis et al. (2013) for proposed revisions of Amytornis taxonomy, including subgenera."
16747;16748;;"Myza";"Meyer, AB & Wiglesworth, 1895";;
16747;16756;;"Acanthorhynchus";"Gould, 1837";;
16747;16763;;"Glycichaera";"Salvadori, 1878";"TAX, SEQ";"Move Green-backed Honeyeater from Timeliopsis to Glycichaera (Driskell & Christidis 2004; Higgins et al. 2008; Christidis & Boles 2008)."
16747;16768;;"Melionyx";"Iredale, 1956";"PHY, TAX";"Separate (10.1) the three species in the Melidectes fuscus clade to the genus Melionyx (Andersen et al. 2019)."
16747;16772;;"Ptiloprora";"De Vis, 1894";;
16747;16785;;"Ashbyia";"North, 1911";;
16747;16787;;"Epthianura";"Gould, 1838";;
16747;16795;;"Stresemannia";"Meise, 1950";;
16747;16797;;"Conopophila";"Reichenbach, 1852";;
16747;16801;;"Ramsayornis";"Mathews, 1912";;
16747;16804;;"Melilestes";"Salvadori, 1876";;
16747;16808;;"Timeliopsis";"Salvadori, 1876";;
16747;16815;;"Melipotes";"Sclater, PL, 1874";;
16747;16823;;"Macgregoria";"De Vis, 1897";"PHY";"Macgregor's Honeyeater may be related to Melipotes (Cracraft & Feinstein 2000)."
16747;16827;;"Glycifohia";"Mathews, 1929";;
16747;16832;;"Gliciphila";"Swainson, 1837";;
16747;16836;;"Pycnopygius";"Salvadori, 1880";;
16747;16846;;"Certhionyx";"Lesson, R, 1830";;
16747;16848;;"Prosthemadera";"Gray, GR, 1840";;
16747;16852;;"Anthornis";"Gray, GR, 1840";"PHY";"Anthornis bellbirds are related to Tui (Driskell & Christidis 2004)."
16747;16858;;"Sugomel";"Mathews, 1922";"TAX";"Move Black Honeyeater from Certhionyx to Sugomel (Driskell & Christidis 2004; Higgins et al. 2008; Christidis & Boles 2008)."
16747;16860;;"Melitograis";"Sundevall, 1872";;
16747;16862;;"Vosea";"Gilliard, 1960";;
16747;16864;;"Myzomela";"Vigors & Horsfield, 1827";;
16747;16957;;"Philemon";"Vieillot, 1816";;
16747;16994;;"Xanthotis";"Reichenbach, 1852";;
16747;17010;;"Plectorhyncha";"Gould, 1838";;
16747;17012;;"Grantiella";"Mathews, 1911";;
16747;17014;;"Trichodere";"North, 1912";;
16747;17016;;"Phylidonyris";"Lesson, R, 1830";;
16747;17029;;"Lichmera";"Cabanis, 1851";;
16747;17052;;"Cissomela";"Bonaparte, 1854";"TAX, SEQ";"Move Banded Honeyeater from Certhionyx to Cissomela; resequence to precede Lichmera (Nyari & Joseph 2011; cf. Driskell & Christidis 2004; Higgins et al. 2008; Christidis & Boles 2008)."
16747;17054;;"Guadalcanaria";"Hartert, 1929";"PHY";"Relationships of Guadalcanaria remain obscure."
16747;17056;;"Meliarchus";"Salvadori, 1880";;
16747;17058;;"Gymnomyza";"Reichenow, 1914";"PHY";"Gymnomyza is paraphyletic. The three traditional species are not each other’s closest relatives. Further study required (Andersen et al. 2019). Relationships of Crow Honeyeater uncertain."
16747;17063;;"Foulehaio";"Reichenbach, 1852";;
16747;17067;;"Meliphacator";"Mathews, 1930";;
16747;17069;;"Nesoptilotis";"Mathews, 1913";"PHY,TAX";"Separation of Nesoptilotis honeyeaters follows Nyári & Joseph (2011)."
16747;17077;;"Entomyzon";"Swainson, 1825";;
16747;17082;;"Melithreptus";"Vieillot, 1816";;
16747;17099;;"Stomiopera";"Reichenbach, 1852";"PHY,TAX";"Separation of Stomiopera honeyeaters follows Nyári & Joseph (2011)."
16747;17104;;"Meliphaga";"Lewin, 1808";"PHY, TAX";"Revisions (10.1) of Meliphaga retain only three species in this genus (Andersen et al. 2019; McCullough et al. 2019)."
16747;17113;;"Purnella";"Mathews, 1914";"TAX, SEQ";"Move White-fronted Honeyeater from Phylidonyris to Purnella following White-plumed Honeyeater? (Driskell & Christidis 2004; Higgins et al. 2008; Christidis & Boles 2008)."
16747;17115;;"Lichenostomus";"Cabanis, 1851";"TAX, PHY";"See Nyari & Joseph (2011) re phylogeny and generic classification of Lichenostomus honeyeaters. Move to Purnella? (Andersen et al. 2019)."
16747;17124;;"Microptilotis";"Mathews, 1912";"PHY, TAX";"Microptilotis replaces (10.1) Meliphaga which is restricted to three species (aruensis, lewinii, notata); see Andersen et al. (2019)."
16747;17142;;"Territornis";"Mathews, 1924";"PHY, TAX";"Three species separated from Meliphaga by McCullough et al. (2019)."
16747;17146;;"Gavicalis";"Schodde & Mason, IJ, 1999";"PHY,TAX";"Separation of Gavicalis honeyeaters follows Nyári & Joseph (2011)."
16747;17156;;"Oreornis";"Van Oort, 1910";"PHY";"Relationships of Oreornis to Meliphaga honeyeaters not resolved (Andersen et al. 2019; McCullough et al. 2019). "
16747;17158;;"Ptilotula";"Mathews, 1912";"PHY,TAX";"Separation of Ptilotula honeyeaters follows Nyári & Joseph (2011)."
16747;17176;;"Caligavis";"Iredale, 1956";"PHY,TAX";"Separation of Caligavis honeyeaters follows Nyári & Joseph (2011)."
16747;17183;;"Anthochaera";"Vigors & Horsfield, 1827";;
16747;17197;;"Acanthagenys";"Gould, 1838";;
16747;17199;;"Bolemoreus";"Nyári & Joseph, 2011";"PHY,TAX";"Separation of Bolemoreus honeyeaters follows Nyári & Joseph (2011)."
16747;17202;;"Melidectes";"Sclater, PL, 1874";;
16747;17221;;"Manorina";"Vieillot, 1818";;
17235;17236;;"Dasyornis";"Vigors & Horsfield, 1827";;
17246;17247;;"Pardalotus";"Vieillot, 1816";;
17264;17265;;"Pachycare";"Gould, 1876";;
17264;17271;;"Oreoscopus";"North, 1905";;
17264;17273;;"Acanthornis";"Legge, 1887";;
17264;17277;;"Smicrornis";"Gould, 1843";;
17264;17283;;"Calamanthus";"Gould, 1838";;
17264;17298;;"Hylacola";"Gould, 1843";"PHY, TAX";"Two species of heathwren (pyrrhopygia, cauta) are moved (9.1) from Calamanthus to new genus Hylacola, with gender corrections (Norman et al. 2018)."
17264;17308;;"Pycnoptilus";"Gould, 1851";;
17264;17312;;"Pyrrholaemus";"Gould, 1841";;
17264;17315;;"Origma";"Gould, 1838";;
17264;17329;;"Neosericornis";"Mathews, 1912";;
17264;17334;;"Aethomyias";"Sharpe, 1879";"PHY, TAX";"New genus (9.1) includes 5 species of New Guinea scrubwrens previously in Sericornis (spilodera, rufescens, perspiciilatus, papuensis, arfakianus)."
17264;17349;;"Sericornis";"Gould, 1838";;
17264;17392;;"Gerygone";"Gould, 1841";;
17264;17457;;"Acanthiza";"Vigors & Horsfield, 1827";;
17264;17502;;"Aphelocephala";"Oberholser, 1899";;
17509;17510;;"Garritornis";"Iredale, 1956";;
17509;17512;;"Pomatostomus";"Cabanis, 1851";;
17524;17525;;"Orthonyx";"Temminck, 1820";;
17534;17535;;"Cnemophilus";"De Vis, 1890";;
17534;17540;;"Loboparadisea";"Rothschild, 1896";;
17545;17546;;"Melanocharis";"Sclater, PL, 1858";;
17545;17564;;"Rhamphocharis";"Salvadori, 1876";;
17545;17568;;"Oedistoma";"Salvadori, 1876";;
17545;17576;;"Toxorhamphus";"Stresemann, 1914";;
17582;17583;;"Oreocharis";"Salvadori, 1876";;
17582;17585;;"Paramythia";"De Vis, 1892";;
17590;17591;;"Callaeas";"Forster, JR, 1788";;
17590;17594;;"Philesturnus";"Geoffroy Saint-Hilaire, I, 1832";;
17590;17597;"1";"Heteralocha";"Cabanis, 1851";;
17600;17601;;"Notiomystis";"Richmond, 1908";;
17606;17607;;"Androphobus";"Hartert & Paludan, 1934";;
17606;17609;;"Psophodes";"Vigors & Horsfield, 1827";;
17622;17623;;"Ptilorrhoa";"Peters, JL, 1940";;
17622;17645;;"Cinclosoma";"Vigors & Horsfield, 1827";;
17665;17666;;"Batis";"Boie, F, 1833";;
17665;17709;;"Lanioturdus";"Waterhouse, 1838";;
17665;17711;;"Platysteira";"Jardine & Selby, 1830";"TAX";"Platysteira species sequence follows Njabo et al. (2008)."
17734;17735;;"Malaconotus";"Swainson, 1824";;
17734;17753;;"Chlorophoneus";"Cabanis, 1851";;
17734;17775;;"Telophorus";"Swainson, 1832";;
17734;17792;;"Bocagia";"Shelley, 1894";;
17734;17797;;"Tchagra";"Lesson, R, 1831";;
17734;17825;;"Dryoscopus";"Boie, F, 1826";;
17734;17848;;"Laniarius";"Vieillot, 1816";;
17734;17893;;"Nilaus";"Swainson, 1827";;
17906;17907;;"Machaerirhynchus";"Gould, 1851";;
17920;17921;;"Calicalicus";"Bonaparte, 1854";;
17920;17924;;"Vanga";"Vieillot, 1816";;
