"GenusID_idx";"SpeciesID";"Extinct";"SpeciesEn";"SpeciesSc";"Authority";"BrRange";"NonbrRange";"Code";"Comment";"SpeciesUA"
23654;23718;;"Chestnut-throated Apalis";"Apalis porphyrolaema";"Reichenow & Neumann, 1895";"AF : e DR Congo, Uganda, sw Kenya, Rwanda, Burundi and n Tanzania";;;;"Нікорник рудогорлий"
23654;23719;;"Kabobo Apalis";"Apalis kaboboensis";"Prigogine, 1955";"AF :DR Congo";;;;"Нікорник кабобський"
23654;23720;;"Chapin's Apalis";"Apalis chapini";"Friedmann, 1928";"AF : ec";;;;"Нікорник гірський"
23654;23723;;"Sharpe's Apalis";"Apalis sharpii";"Shelley, 1884";"AF : Guinea and Sierra Leone to Togo and Benin";;;;"Нікорник чорний"
23654;23724;;"Buff-throated Apalis";"Apalis rufogularis";"(Fraser, 1843)";"AF : w, c";;;;"Нікорник білочеревий"
23654;23731;;"Kungwe Apalis";"Apalis argentea";"Moreau, 1941";"AF : w Tanzania, e DR Congo, Rwanda and Burundi";;"SSP";"Includes eidos; treat as monotypic (Dickinson & Christidis 2014).";"Нікорник сріблистий"
23654;23732;;"Karamoja Apalis";"Apalis karamojae";"(Van Someren, 1921)";"AF : e";;;;"Нікорник угандійський"
23654;23735;;"Bamenda Apalis";"Apalis bamendae";"Bannerman, 1922";"AF : Cameroon";;;;"Нікорник камерунський"
23654;23736;;"Gosling's Apalis";"Apalis goslingi";"Alexander, 1908";"AF : Cameroon, Equatorial Guinea and Gabon to ne, e DR Congo";;;;"Нікорник заїрський"
23654;23737;;"Grey Apalis";"Apalis cinerea";"(Sharpe, 1891)";"AF : c, e";;;;"Нікорник сірий"
23654;23741;;"Brown-headed Apalis";"Apalis alticola";"(Shelley, 1899)";"AF : c";;;;"Нікорник буроголовий"
23744;23745;;"Rufous-eared Warbler";"Malcorus pectoralis";"Smith, A, 1829";"AF : s";;;;"Принія рудощока"
23749;23750;;"Oriole Warbler";"Hypergerus atriceps";"(Lesson, R, 1831)";"AF : Senegal and Gambia to Sierra Leone and e to Central African Republic and n DR Congo";;;;"Вільговець чорноголовий"
23751;23752;;"Grey-capped Warbler";"Eminia lepida";"Hartlaub, 1881";"AF : ne DR Congo and s South Sudan to Uganda, e DR Congo, Rwanda, Burundi and n Tanzania";;;;"Вільговець рудогорлий"
23753;23754;;"Green-backed Camaroptera";"Camaroptera brachyura";"(Vieillot, 1821)";"AF : e, s";;"PL";"Green-backed Camaroptera may be conspecific with Grey-backed Camaroptera, given same vocals, little genetic divergence, and hybridization in some areas (Bowie 2006; Ryan 2006; HBW 11).";"Цвіркач зелений"
23753;23760;;"Grey-backed Camaroptera";"Camaroptera brevicaudata";"(Cretzschmar, 1830)";"AF : widespread";;;;" "
23753;23772;;"Hartert's Camaroptera";"Camaroptera harterti";"Zedlitz, 1911";"AF : Angola";;;;"Цвіркач ангольський"
23753;23773;;"Yellow-browed Camaroptera";"Camaroptera superciliaris";"(Fraser, 1843)";"AF : Guinea and Sierra Leone to Uganda, DR Congo and nw Angola";;;;"Цвіркач жовтобровий"
23753;23774;;"Olive-green Camaroptera";"Camaroptera chloronota";"Reichenow, 1895";"AF : w, c";;;;"Цвіркач оливковий"
23780;23781;;"Grey Wren-Warbler";"Calamonastes simplex";"(Cabanis, 1878)";"AF : Ethiopia and Somalia to se South Sudan, ne Uganda, Kenya and ne Tanzania";;;;"Зебринка сіра"
23780;23782;;"Miombo Wren-Warbler";"Calamonastes undosus";"(Reichenow, 1882)";"AF : ec";;;;"Зебринка міомбова"
23780;23787;;"Stierling's Wren-Warbler";"Calamonastes stierlingi";"Reichenow, 1901";"AF : se";;;;"Зебринка акацієва"
23780;23792;;"Barred Wren-Warbler";"Calamonastes fasciolatus";"(Smith, A, 1847)";"AF : s";;;;"Зебринка строката"
23796;23797;;"Cinnamon-breasted Warbler";"Euryptila subcinnamomea";"(Smith, A, 1847)";"AF : s Namibia and w, c South Africa";;"SSP";"Treat as monotypic; includes petrophila (Ryan et al. 2006).";"Зебринка іржаста"
23798;23799;;"Black-headed Rufous Warbler";"Bathmocercus cerviniventris";"(Sharpe, 1877)";"AF : Sierra Leone to Ghana";;;;"Жалівник вохристий"
23798;23800;;"Black-faced Rufous Warbler";"Bathmocercus rufus";"Reichenow, 1895";"AF : c";;;;"Жалівник рудий"
23803;23804;;"Winifred's Warbler";"Scepomycter winifredae";"(Moreau, 1938)";"AF : Uluguru Mts. of e Tanzania";;;;"Жалівник рудоголовий"
23803;23805;;"Rubeho Warbler";"Scepomycter rubehoensis";"Bowie, Fjeldså & Kiure, 2009";"AF : Rubeho-Ukaguru Mts. of Tanzania";;;;" "
23806;23807;;"Common Tailorbird";"Orthotomus sutorius";"(Pennant, 1769)";"OR : widespread";;;;"Кравчик довгохвостий"
23806;23817;;"Dark-necked Tailorbird";"Orthotomus atrogularis";"Temminck, 1836";"OR : widespread";;;;"Кравчик чорноволий"
23806;23822;;"Cambodian Tailorbird";"Orthotomus chaktomuk";"Mahood et al., 2013";"OR : Phnom Phen (Cambodia)";;"NEW";"Cambodian Tailorbird O. chaktomuk is a newly discovered species: Mahood et al., 2013. ";" "
23806;23823;;"Philippine Tailorbird";"Orthotomus castaneiceps";"Walden, 1872";"OR : Philippines";;;;"Кравчик філіпінський"
23806;23826;;"Trilling Tailorbird";"Orthotomus chloronotus";"Ogilvie-Grant, 1895";"OR : n, c Luzon";;"AS";"Orthotomus chloronotus is split from O. castaneiceps (Sheldon et al. 2012).";" "
23806;23827;;"Rufous-fronted Tailorbird";"Orthotomus frontalis";"Sharpe, 1877";"OR : s Philippines";;"AS";"Orthotomus frontalis is split from O. castaneiceps (Ryan et al. 2006).";"Кравчик рудолобий"
23806;23830;;"Grey-backed Tailorbird";"Orthotomus derbianus";"Moore, F, 1855";"OR : Philippines";;;;"Кравчик лусонський"
23806;23833;;"Rufous-tailed Tailorbird";"Orthotomus sericeus";"Temminck, 1836";"OR : Malay Pen. to Philippines";;;;"Кравчик рудохвостий"
23806;23837;;"Ashy Tailorbird";"Orthotomus ruficeps";"(Lesson, R, 1830)";"OR : Malay Pen. to Philippines";;;;"Кравчик рудощокий"
23806;23847;;"Olive-backed Tailorbird";"Orthotomus sepium";"Horsfield, 1821";"OR : Java";;;;"Кравчик яванський"
23806;23850;;"White-eared Tailorbird";"Orthotomus cinereiceps";"Sharpe, 1877";"OR : Philippines";;;;"Кравчик мінданайський"
23806;23853;;"Black-headed Tailorbird";"Orthotomus nigriceps";"Tweeddale, 1878";"OR : Philippines";;;;"Кравчик чорноголовий"
23806;23854;;"Yellow-breasted Tailorbird";"Orthotomus samarensis";"Steere, 1890";"OR : Philippines";;;;"Кравчик самаранський"
23855;23856;;"Long-billed Forest Warbler";"Artisornis moreaui";"(Sclater, WL, 1931)";"AF : se";;;;"Кравчик довгодзьобий"
23855;23859;;"Red-capped Forest Warbler";"Artisornis metopias";"(Reichenow, 1907)";"AF : e";;;;"Кравчик африканський"
23862;23863;;"White-tailed Warbler";"Poliolais lopezi";"(Alexander, 1903)";"AF : wc";;;;"Цвіркач білохвостий"
23867;23868;;"Yellow-bellied Eremomela";"Eremomela icteropygialis";"(Lafresnaye, 1839)";"AF : widespread";;;;"Жовтобрюшка світлоброва"
23867;23879;;"Salvadori's Eremomela";"Eremomela salvadorii";"Reichenow, 1891";"AF : se Gabon e to s DR Congo , Angola and w Zambia";;;;" "
23867;23880;;"Yellow-vented Eremomela";"Eremomela flavicrissalis";"Sharpe, 1895";"AF : Ethiopia and Somalia to n Uganda and s Kenya";;;;"Жовтобрюшка сомалійська"
23867;23881;;"Senegal Eremomela";"Eremomela pusilla";"Hartlaub, 1857";"AF : Mauritania to Sierra Leone and e to s Chad and Central African Republic";;;;"Жовтобрюшка сенегальська"
23867;23882;;"Green-backed Eremomela";"Eremomela canescens";"Antinori, 1864";"AF : e, c, w";;;;"Жовтобрюшка маскова"
23867;23886;;"Green-capped Eremomela";"Eremomela scotops";"Sundevall, 1850";"AF : c, se";;;;"Жовтобрюшка південна"
23867;23892;;"Karoo Eremomela";"Eremomela gregalis";"(Smith, A, 1829)";"AF : sw";;;;"Жовтобрюшка пустельна"
23867;23895;;"Burnt-necked Eremomela";"Eremomela usticollis";"Sundevall, 1850";"AF : s";;"ENG";"Correct English name of Eremomela usticollis to ""Burnt-necked"" Eremomela.";"Жовтобрюшка акацієва"
23867;23898;;"Rufous-crowned Eremomela";"Eremomela badiceps";"(Fraser, 1843)";"AF : w, c";;;;"Жовтобрюшка рудоголова"
23867;23902;;"Turner's Eremomela";"Eremomela turneri";"Van Someren, 1920";"AF : ec";;;;"Жовтобрюшка рудолоба"
23867;23905;;"Black-necked Eremomela";"Eremomela atricollis";"Barboza du Bocage, 1894";"AF : s DR Congo to c Angola and c Zambia";;"SSP";"Includes venustula; treat as monotypic (Pearson 2006).";"Жовтобрюшка чорносмуга"
23908;23909;;"Eurasian Blackcap";"Sylvia atricapilla";"(Linnaeus, 1758)";"EU : c, w, sw";"n, e, w AF";;;"Кропив’янка чорноголова"
23908;23915;;"Garden Warbler";"Sylvia borin";"(Boddaert, 1783)";"EU : c, w";"AF";;;"Кропив’янка садова"
23908;23918;;"Dohrn's Warbler";"Sylvia dohrni";"(Hartlaub, 1866)";"AF : Príncipe";;"PHY, SEQ, ENG";"Formerly placed in the monotypic genus Horizorhinus but dohrni is sister to other species in a subclade of babblers which, in turn is sister to Sylvia including those formerly placed in Pseudoalcippe. Place in Sylvia and change English name from Dohrn's T";"Тимелія принцева"
23908;23919;;"Abyssinian Catbird";"Sylvia galinieri";"(Guérin-Méneville, 1843)";"AF : Ethiopia";;"PHY, SEQ";"Abyssinian Catbird, formerly placed in the monotypic genus  Parophasma, is a member of Sylvia (Gelang et al. 2009; Cai et al. 2019).";"Тимелія ефіопська"
23908;23920;;"Bush Blackcap";"Sylvia nigricapillus";"(Vieillot, 1818)";"AF : South Africa";;"PHY, SEQ";"Bush Blackcap, formerly placed in the monotypic genus Lioptilus, is a member of Sylvia (Moyle et  al. 2012; Cai et al. 2019).";"Баблер чагарниковий"
23908;23921;;"African Hill Babbler";"Sylvia abyssinica";"(Rüppell, 1840)";"AF : w, e";;"PHY, SEQ";"The African hill-babblers, formerly in Pseudoalcippe, belong in Sylvia (Voelker et al. 2009; Moyle et  al. 2012; Dickinson & Christidis 2014; Cai et al. 2019).";"Тимелія абісинська"
23908;23928;;"Rwenzori Hill Babbler";"Sylvia atriceps";"(Sharpe, 1902)";"AF : se Nigeria, sw Cameroon, ec DR Congo, w Uganda, Rwanda and Burundi";;"AS";"Sylvia atriceps is split from S. abyssinica (Collar & Robson 2007; Cai et al. 2019).";"Тимелія чорноголова"
23929;23930;;"Barred Warbler";"Curruca nisoria";"(Bechstein, 1792)";"EU : c";"e AF";;;"Кропив’янка рябогруда"
23929;23933;;"Layard's Warbler";"Curruca layardi";"(Hartlaub, 1862)";"AF : sw";;"TAX";"MOVE Layard's [Tit-babbler] Warbler from Parisoma to Curruca (Sylvia) (Shirihai 2001; Bairlein et al. 2006).";"Кропив’янка західна"
23929;23938;;"Banded Parisoma";"Curruca boehmi";"(Reichenow, 1882)";"AF : ne";;"TAX, ENG";"MOVE Banded Parisoma from Parisoma to Curruca (Sylvia) (Shirihai 2001; Bairlein et al. 2006); Restore established English name Parisoma (2.9).";"Кропив’янка чорносмуга"
23929;23942;;"Chestnut-vented Warbler";"Curruca subcoerulea";"Vieillot, 1817";"AF : s";;"TAX";"MOVE Chestnut-vented [Tit-babbler] Warbler from Parisoma to Curruca (Sylvia) (Shirihai 2001; Bairlein et al. 2006). Correct original spelling of species group epithet is subcoerulea rather than subcaerulea (Dickinson & Christidis 2014).";"Кропив’янка рудогуза"
23929;23947;;"Desert Whitethroat";"Curruca minula";"(Hume, 1873)";"EU : c";;"PL";"Status of allospecies of Lesser Whitethroat complex uncertain (Shirihai et al. 2001; Parkin & Knox 2010).";"Кропив’янка мала"
23929;23950;;"Lesser Whitethroat";"Curruca curruca";"(Linnaeus, 1758)";"EU : widespread";"AF, s Asia, India";"TAX";"See Olsson et al. (2013a) for genetic analyses of populations.";"Кропив’янка прудка"
23929;23954;;"Hume's Whitethroat";"Curruca althaea";"(Hume, 1878)";"EU : Iran, s Turkmenistan to n Pakistan and c Asia";"s Asia";"PL, SSP";"Status of allospecies of Lesser Whitethroat complex uncertain (Shirihai et al. 2001; Parkin & Knox 2010). Monotypic; includes monticola (Aymí & Gargallo 2006).";"Кропив’янка гірська"
23929;23955;;"Brown Parisoma";"Curruca lugens";"Rüppell, 1840";"AF : ne";;"TAX, ENG";"MOVE Brown Parisoma from Parisoma to Curruca (Sylvia) (Shirihai 2001; Bairlein et al. 2006). Restore established English name Parisoma (2.9).";"Кропив’янка бура"
23929;23961;;"Yemen Warbler";"Curruca buryi";"(Ogilvie-Grant, 1913)";"EU : sw Arabian Pen.";;"TAX";"MOVE Yemen Warbler from Parisoma to Curruca (Sylvia) (Shirihai 2001; Bairlein et al. 2006; BLI).";"Кропив’янка єменська"
23929;23962;;"Arabian Warbler";"Curruca leucomelaena";"Hemprich & Ehrenberg, 1833";"AF : ne, also w, s  Arabian Pen.";;;;"Кропив’янка аравійська"
23929;23967;;"Western Orphean Warbler";"Curruca hortensis";"(Gmelin, JF, 1789)";"EU : sw Europe and nw Africa";"w Africa from Senegal to Chad";"ENG";"Change English name of Curruca (Sylvia) hortensis to Western Orphean Warbler with split of C. crassirostris.";"Кропив’янка співоча"
23929;23970;;"Eastern Orphean Warbler";"Curruca crassirostris";"(Cretzschmar, 1830)";"EU : se Europe to c Asia";"ne Africa to sw, se Arabian Peninsula, s Iran, s Pakistan, India";"AS";"Curruca (Sylvia) crassirostris is split from C. hortensis (Shirihai et al. 2001); recognized by AERC-TAC; BLI.";" "
23929;23974;;"African Desert Warbler";"Curruca deserti";"(Loche, 1858)";"EU : Morocco to w Libya and Niger";;;;" "
23929;23975;;"Asian Desert Warbler";"Curruca nana";"Hemprich & Ehrenberg, 1833";"EU : n Iran to Mongolia and nw China";"to ne Africa annd Asia Minor";;;"Кропив’янка пустельна"
23929;23976;;"Tristram's Warbler";"Curruca deserticola";"(Tristram, 1859)";"AF : nw";;;;"Кропив’янка алжирська"
23929;23979;;"Menetries's Warbler";"Curruca mystacea";"(Ménétries, 1832)";"EU : sc";"ne AF, Arabian Peninsula";;;"Кропив’янка біловуса"
23929;23983;;"Rüppell's Warbler";"Curruca ruppeli";"(Temminck, 1823)";"EU : s Greece, Crete, Turkey and Syria";"ne AF";"TAX";"Correct spelling of species name is ruppeli (Howard & Moore Corrigenda 8).";"Кропив’янка рюпеля"
23929;23984;;"Cyprus Warbler";"Curruca melanothorax";"(Tristram, 1872)";"EU : Cyprus";"Egypt, Sudan";;;"Кропив’янка кіпрська"
23929;23985;;"Sardinian Warbler";"Curruca melanocephala";"(Gmelin, JF, 1789)";"EU : sw";"n AF";;;"Кропив’янка середземноморська"
23929;23991;;"Western Subalpine Warbler";"Curruca iberiae";"(Svensson, 2013)";"EU :  Iberia, s France, and extreme nw Italy. Also nw Africa from Morocco to Tunisia";"nw, w AF";"AS, TAX";"Western Subalpine Warbler is split from C. cantillans following Zuccon et al. (2020) and Svensson (2013a,b). The specific epithet is established as C. iberiae rather than C. inornata, as the latter has been shown to be a junior synonym of C. subalpina (Zu";" "
23929;23992;;"Moltoni's Warbler";"Curruca subalpina";"(Temminck, 1820)";"EU : nw to nc Italy, Corsica, Sardinia, Balearics";"nw AF";"AS, TAX";"Curruca (Sylvia) subalpina [previously moltonii] is split from C. cantillans (Brambilla et al. 2008; Svensson 2013). Includes inornata as a junior synonym Zuccon et al. (2020)  ";" "
23929;23993;;"Eastern Subalpine Warbler";"Curruca cantillans";"(Pallas, 1764)";"EU : ne Italy through se Europe to w Turkey. Also s Italy and Sicily.";"n AF";"ENG";"Change English name to Eastern Subalpine Warbler with split of C. iberiae.";"Кропив’янка червоновола"
23929;23996;;"Common Whitethroat";"Curruca communis";"(Latham, 1787)";"EU : widespread";"AF";;;"Кропив’янка сіра"
23929;24001;;"Spectacled Warbler";"Curruca conspicillata";"(Temminck, 1820)";"EU : sw";"nw, n AF";;;"Кропив’янка піренейська"
23929;24004;;"Marmora's Warbler";"Curruca sarda";"(Temminck, 1820)";"EU : Mediterranean is.";"nw AF";;;"Кропив’янка сардинська"
23929;24005;;"Dartford Warbler";"Curruca undata";"(Boddaert, 1783)";"EU : sw";;;;"Кропив’янка прованська"
23929;24009;;"Balearic Warbler";"Curruca balearica";"(von Jordans, 1913)";"EU : Balearic Is.";;"AS";"Curruca (Sylvia) balearica is split from C. sarda (Bairlein et al. 2006; Sangster et al. 2012; AERC-TAC).";"Кропив’янка балеарська"
24012;24013;;"Fire-tailed Myzornis";"Myzornis pyrrhoura";"Blyth, 1843";"OR : Himalayas to ne Myanmar";;;;"Тимелія вогнехвоста"
24014;24015;;"Rufous-tailed Babbler";"Moupinia poecilotis";"(Verreaux, J, 1871)";"EU : c China";;;;"Мупінія "
24016;24017;;"Golden-breasted Fulvetta";"Lioparus chrysotis";"(Blyth, 1845)";"OR : Himalayas to c Vietnam";;"PHY, SEQ";"Golden-breasted Fulvetta is moved from Alcippe fulvettas to Lioparus in Sylviidae (Pasquet et al. 2006; Collar & Robson 2007; Gelang et al. 2009). Placed in Paradoxornithidae with split of that family from Sylviidae (Cai et al. 2019).";"Фульвета золотиста"
24024;24025;;"Yellow-eyed Babbler";"Chrysomma sinense";"(Gmelin, JF, 1789)";"OR : Sri Lanka, Pakistan to s China";;;;"Тимелія золотиста"
24024;24029;;"Jerdon's Babbler";"Chrysomma altirostre";"Jerdon, 1862";"OR : Pakistan to Myanmar";;"TAX";"MOVE Jerdon's Babbler from Moupinia to Chrysomma (Rasmussen & Anderton 2005; Collar & Robson 2007).";"Тимелія лучна"
24033;24034;;"Tarim Babbler";"Rhopophilus albosuperciliaris";"(Hume, 1871)";"EU : nw China";;"AS";"Tarim Babbler is split from 'Beijing Babbler' (Leader et al. 2013).";" "
24033;24035;;"Beijing Babbler";"Rhopophilus pekinensis";"(Swinhoe, 1868)";"EU : nc to ne China and n Korea";;"TAX, ENG, SSP";"Includes leptorhynchus (Leader et al. 2013). Change English name from Chinese Hill Warbler to Beijing Babbler with split of Tarim Babbler.";"Кореанка "
24036;24037;;"Spectacled Fulvetta";"Fulvetta ruficapilla";"(Verreaux, J, 1871)";"OR : c, s China";;;;"Фульвета рудоплеча"
24036;24040;;"Indochinese Fulvetta";"Fulvetta danisi";"(Delacour & Greenway, 1941)";"OR : Laos and c, s Vietnam";;"AS";"Alcippe danisi is split from A. ruficapilla (Robson 2000; Collar 2006a).";"Фульвета лаоська"
24036;24043;;"Chinese Fulvetta";"Fulvetta striaticollis";"(Verreaux, J, 1871)";"EU : Tibet";;;;"Фульвета гірська"
24036;24044;;"White-browed Fulvetta";"Fulvetta vinipectus";"(Hodgson, 1837)";"OR : Himalayas to n Vietnam";;;;"Фульвета білоброва"
