"GenusID_idx";"SpeciesID";"Extinct";"SpeciesEn";"SpeciesSc";"Authority";"BrRange";"NonbrRange";"Code";"Comment";"SpeciesUA"
6111;6112;;"Swallow-tailed Gull";"Creagrus furcatus";"(Néboux, 1842)";"SA : Galápagos Is.";"w SA coasts";;;"Мартин галапагоський"
6113;6114;;"Black-legged Kittiwake";"Rissa tridactyla";"(Linnaeus, 1758)";"EU, NA : n coasts";"n AO, PO";;;"Мартин трипалий"
6113;6117;;"Red-legged Kittiwake";"Rissa brevirostris";"(Bruch, 1855)";"NA : Aleutian Is. and Pribilof Is.";"n PO";;;"Мартин червононогий"
6118;6119;;"Ivory Gull";"Pagophila eburnea";"(Phipps, 1774)";"EU, NA : n coasts";"Arctic Ocean";;;"Мартин білий"
6120;6121;;"Sabine's Gull";"Xema sabini";"(Sabine, 1819)";"EU, NA : n coasts";"nw SA, sw AF, coasts";;;"Мартин вилохвостий"
6122;6123;;"Slender-billed Gull";"Chroicocephalus genei";"(Brème, 1839)";"EU, AF : Iberian Pen. through the Middle East to Pakistan and India; Mauritania, Senegal and Gambia";;;;"Мартин тонкодзьобий"
6122;6124;;"Bonaparte's Gull";"Chroicocephalus philadelphia";"(Ord, 1815)";"NA : sw Alaska to se Canada";"USA, n MA coasts";;;"Мартин канадський"
6122;6125;;"Silver Gull";"Chroicocephalus novaehollandiae";"(Stephens, 1826)";"AU : Australia, New Zealand and New Caledonia";;;;"Мартин австралійський"
6122;6129;;"Black-billed Gull";"Chroicocephalus bulleri";"(Hutton, FW, 1871)";"AU : New Zealand";;;;"Мартин чорнодзьобий"
6122;6130;;"Andean Gull";"Chroicocephalus serranus";"(Tschudi, 1844)";"SA : Ecuador to sc Chile and sc Argentina";;;;"Мартин андійський"
6122;6131;;"Brown-headed Gull";"Chroicocephalus brunnicephalus";"(Jerdon, 1840)";"EU : sc Asia, w China and Tibet";"Middle East, OR";;;"Мартин буроголовий"
6122;6132;;"Brown-hooded Gull";"Chroicocephalus maculipennis";"(Lichtenstein, MHK, 1823)";"SA : e, s coasts";;;;"Мартин патагонський"
6122;6133;;"Black-headed Gull";"Chroicocephalus ridibundus";"(Linnaeus, 1766)";"EU : widespread";"AF, OR";"ENG";"English name of Chroicocephalus (Larus) ridibundus reverts to Black-headed Gull with adoption of Pallas's Gull for Larus ichthyaetus.";"Мартин звичайний"
6122;6134;;"Grey-headed Gull";"Chroicocephalus cirrocephalus";"(Vieillot, 1818)";"SA, AF : widespread";;"ENG";"Change English name of Chroicocephalus cirrocephalus to Grey-headed Gull, which prevails in Africa and elsewhere.";"Мартин сіроголовий"
6122;6137;;"Hartlaub's Gull";"Chroicocephalus hartlaubii";"(Bruch, 1855)";"AF : coastal Namibia to South Africa";;;;"Мартин намібійський"
6122;6138;;"Saunders's Gull";"Chroicocephalus saundersi";"Swinhoe, 1871";"EU : coastal e China";"Japan and Korean Pen. to Vietnam";"TAX";"Relationships of Saunders's Gull uncertain. Treated as a monotypic genus Saundersilarus by some (H&M 4; HBW/BLI) based on Pons et al. (2005), a poorly resolved phylogeny.";"Мартин китайський"
6139;6140;;"Little Gull";"Hydrocoloeus minutus";"(Pallas, 1776)";"EU : e, n Europe to w Siberia; e Siberia";"e NA, w Europe";;;"Мартин малий"
6141;6142;;"Ross's Gull";"Rhodostethia rosea";"(MacGillivray, W, 1824)";"EU, NA : n coasts";"Arctic Ocean";;;"Мартин рожевий"
6143;6144;;"Dolphin Gull";"Leucophaeus scoresbii";"(Traill, 1823)";"SA : extreme s coasts and  Falkland Is.";;;;"Мартин магеланський"
6143;6145;;"Lava Gull";"Leucophaeus fuliginosus";"(Gould, 1841)";"SA : Galápagos Is.";;;;"Мартин темний"
6143;6146;;"Laughing Gull";"Leucophaeus atricilla";"(Linnaeus, 1758)";"NA, MA, SA : widespread coasts";;;;"Мартин карибський"
6143;6149;;"Franklin's Gull";"Leucophaeus pipixcan";"(Wagler, 1831)";"NA : sc Canada and nc USA";"w LA coasts";;;"Мартин ставковий"
6143;6150;;"Grey Gull";"Leucophaeus modestus";"(Tschudi, 1843)";"SA : n Chile";;;;"Мартин сірий"
6151;6152;;"Relict Gull";"Ichthyaetus relictus";"(Lönnberg, 1931)";"EU : Kazakhstan to Mongolia and nc China";"e China";;;"Мартин реліктовий"
6151;6153;;"Audouin's Gull";"Ichthyaetus audouinii";"(Payraudeau, 1826)";"EU, AF : Mediterranean and nw AF coasts";;;;"Мартин сіроногий"
6151;6154;;"Mediterranean Gull";"Ichthyaetus melanocephalus";"(Temminck, 1820)";"EU : widespread in Europe";"Mediterranean coasts";;;"Мартин середземноморський"
6151;6155;;"Pallas's Gull";"Ichthyaetus ichthyaetus";"(Pallas, 1773)";"EU : sw Russia to Mongolia and n China";"Middle East, India";"ENG";"Change English name of Larus ichthyaetus from Great Black-headed Gull to Pallas's Gull.";"Мартин каспійський"
6151;6156;;"White-eyed Gull";"Ichthyaetus leucophthalmus";"(Temminck, 1825)";"AF : Red Sea";;;;"Мартин червономорський"
6151;6157;;"Sooty Gull";"Ichthyaetus hemprichii";"(Bruch, 1855)";"AF, EU : e AF and Middle East coasts";;;;"Мартин аденський"
6158;6159;;"Pacific Gull";"Larus pacificus";"Latham, 1801";"AU : s, w Australian coasts";;;;"Мартин товстодзьобий"
6158;6162;;"Belcher's Gull";"Larus belcheri";"Vigors, 1829";"SA : wc coast of Peru and n Chile";;"ENG";"Change English name of Larus belcheri from Band-tailed Gull to Belcher's Gull to follow changes by AOU (NACC; SACC 60).";"Мартин перуанський"
6158;6163;;"Olrog's Gull";"Larus atlanticus";"Olrog, 1958";"SA : ne coast of Argentina";;;;"Мартин аргентинський"
6158;6164;;"Black-tailed Gull";"Larus crassirostris";"Vieillot, 1818";"EU : e Siberia, Japan, Korean Pen. and e China";;;;"Мартин чорнохвостий"
6158;6165;;"Heermann's Gull";"Larus heermanni";"Cassin, 1852";"NA, MA : nw coast of Mexico and sw coast of California (USA)";;;;"Мартин червонодзьобий"
6158;6166;;"Mew Gull";"Larus canus";"Linnaeus, 1758";"NA, EU : w Europe to Siberia and nw NA";"widespread";;;"Мартин сивий"
6158;6171;;"Ring-billed Gull";"Larus delawarensis";"Ord, 1815";"NA, MA : s Canada and n USA";"s USA, Mexico and West Indies";;;"Мартин делаверський"
6158;6172;;"California Gull";"Larus californicus";"Lawrence, 1854";"NA, MA : nc, w";;;;"Мартин каліфорнійський"
6158;6175;;"Great Black-backed Gull";"Larus marinus";"Linnaeus, 1758";"NA, EU : coastal e NA and w Europe";;;;"Мартин морський"
6158;6176;;"Kelp Gull";"Larus dominicanus";"Lichtenstein, MHK, 1823";"SA, AU, AF : s coasts";;;;"Мартин домініканський"
6158;6182;;"Glaucous-winged Gull";"Larus glaucescens";"Naumann, JF, 1840";"EU, NA : coastal n Pacific";;;;"Мартин берингійський"
6158;6183;;"Western Gull";"Larus occidentalis";"Audubon, 1839";"NA : w coast";;;;"Мартин західний"
6158;6186;;"Yellow-footed Gull";"Larus livens";"Dwight, 1919";"NA, MA : coastal nw Mexico and s California";;;;"Мартин мексиканський"
6158;6187;;"Glaucous Gull";"Larus hyperboreus";"Gunnerus, 1767";"EU, NA : widespread n coasts";;;;"Мартин полярний"
6158;6192;;"Iceland Gull";"Larus glaucoides";"Meyer, B, 1822";"NA, EU : n Canada to Greenland and Novaya Zemlya";"n North America and n Europe";;;"Мартин гренландський"
6158;6196;;"European Herring Gull";"Larus argentatus";"Pontoppidan, 1763";"EU : n";;"ENG";"Change English name of Larus argentatus to European Herring Gull with split of L. smithsonianus (Sangster et al. 2005).";"Мартин сріблястий"
6158;6199;;"American Herring Gull";"Larus smithsonianus";"Coues, 1862";"NA : c Alaska to Newfoundland and the Great Lakes";;"AS, ENG";"Larus smithsonianus is split from L. argentatus (Olson & Banks 2007). Recognized by BOU, but not by AOU. Rename Smithsonian Gull?";" "
6158;6200;;"Vega Gull";"Larus vegae";"Palmén, 1887";"EU : ne, e";;"TAX";"Vega Gull includes Mongolian Gull L. mongolicus as ssp. following Collinson et al. (2008); Yésou (2002).";" "
6158;6203;;"Caspian Gull";"Larus cachinnans";"Pallas, 1811";"EU : c Eurasia to ne China";"sw, e Asia";"ENG";"Change English name of Larus cachinnans from Yellow-legged Gull to Caspian Gull with split of Larus michahellis.";"Мартин жовтоногий"
6158;6204;;"Yellow-legged Gull";"Larus michahellis";"Naumann, JF, 1840";"EU : w";;"AS";"Larus michahellis is split from L. cachinnans (Sangster et al. 2005; AOU 2007); recognized by BOU, AOU. This species retains the English name Yellow-legged Gull of the former, unsplit species.";"Мартин скельний"
6158;6207;;"Armenian Gull";"Larus armenicus";"Buturlin, 1934";"EU : Armenia to e Turkey and nw Iran";;;;"Мартин севанський"
6158;6208;;"Slaty-backed Gull";"Larus schistisagus";"Stejneger, 1884";"EU : coastal ne, e Siberia and n Japan";;;;"Мартин охотський"
6158;6209;;"Lesser Black-backed Gull";"Larus fuscus";"Linnaeus, 1758";"EU : w Europe to c Northern Siberia; also Greenland and Iceland";"n AF, sw Europe to nw India; also e NA";"TAX";"Lesser Black-backed Gull includes Heuglin's Gull L. heuglini as subspecies following Collinson et al. (2008).";"Мартин чорнокрилий"
6215;6216;;"Gull-billed Tern";"Gelochelidon nilotica";"(Gmelin, JF, 1789)";"Worldwide : widespread";;;"See Comments for G. macrotarsa.";"Крячок чорнодзьобий"
6215;6222;;"Australian Tern";"Gelochelidon macrotarsa";"(Gould, 1837)";"AU : Australia and New Guinea";;"AS";"Split of Australian Tern Gelochelidon macrotarsa from widespread Gull-billed Tern is based on morphological and life history differences (Rogers et al. 2005; del Hoyo & Collar 2014; Schodde pers. comm.). Alternative English name is Australian Gull-billed ";" "
6223;6224;;"Caspian Tern";"Hydroprogne caspia";"(Pallas, 1770)";"Worldwide : widespread except SA";;;;"Крячок каспійський"
6225;6226;;"Royal Tern";"Thalasseus maximus";"(Boddaert, 1783)";"NA, MA, SA : coasts";;"TAX";"Treat as monotypic with split of T. albididorsalis (Collinson et al. 2017). Split of West African Crested Tern T. albididorsalis accepted by Chesser et al. (2020), NACC 2020-A-09, 2020-C-07.";"Крячок королівський"
6225;6227;;"Greater Crested Tern";"Thalasseus bergii";"(Lichtenstein, MHK, 1823)";"AU, OR, AF : coasts of e AF to the s Pacific";;"ENG";"Change English name of Thalasseus bergii to preferred Greater Crested Tern (2.9).";"Крячок жовтодзьобий"
6225;6232;;"Lesser Crested Tern";"Thalasseus bengalensis";"(Lesson, R, 1831)";"AF, OR, AU : widespread coasts";;;;"Крячок бенгальський"
6225;6236;;"West African Crested Tern";"Thalasseus albididorsalis";"(Hartert, 1921)";"AF : coasts of Mauritania to Guinea";"to Namibia";"AS";"Genetic analysis supports sister relation of T. m. albididorsalis to T. bengalensis, not Royal Tern T. maximus (Collinson et al. 2017). Elevation to species status (10.1) removes paraphyly. Split accepted by Chesser et al. (2020), NACC 2020-A-09, 2020-C-0";" "
6225;6237;;"Chinese Crested Tern";"Thalasseus bernsteini";"(Schlegel, 1863)";"EU : islands off e China coast";"Philippines and Borneo";;;"Крячок китайський"
6225;6238;;"Sandwich Tern";"Thalasseus sandvicensis";"(Latham, 1787)";"EU, AF : n Europe to Mediterranean, Black and Caspian Seas";"s Europe to n Africa, Persian Gulf and India";;;"Крячок рябодзьобий"
6225;6239;;"Cabot's Tern";"Thalasseus acuflavidus";"(Cabot, S, 1847)";"NA, MA, SA : widespread coasts from Virginia (USA) to French Guiana and Argentina";"Pacific coast from Mexico to Ecuador; Atlantic coast from Florida to Uruguay";"TAX, SEQ";"New World Cabot's Tern including Cayenne Tern T. eurygnatha is sister to Elegant Tern, not Sandwich Tern of Europe (Efe et al. 2009; Collinson et al. 2017); acuflavida (Cabot, 1847) has priority over eurygnatha (Saunders, 1876).";" "
6225;6242;;"Elegant Tern";"Thalasseus elegans";"(Gambel, 1849)";"NA, MA, SA : coastal sw USA and nw Mexico";"w coast of Latin America";;;"Крячок каліфорнійський"
6243;6244;;"Little Tern";"Sternula albifrons";"(Pallas, 1764)";"AF, EU, OR, AU : widespread";;;;"Крячок малий"
6243;6248;;"Saunders's Tern";"Sternula saundersi";"(Hume, 1877)";"AF, EU : Middle East";"to India and Malaysia";;;"Крячок мекранський"
6243;6249;;"Least Tern";"Sternula antillarum";"Lesson, R, 1847";"NA, MA : widespread";"n SA coast";;;"Крячок карибський"
6243;6253;;"Yellow-billed Tern";"Sternula superciliaris";"(Vieillot, 1819)";"SA : e Peru, c Colombia and n Venezuela to ne Argentina";;;;"Крячок амазонський"
6243;6254;;"Peruvian Tern";"Sternula lorata";"(Philippi & Landbeck, 1861)";"SA : coasts Ecuador to Chile";;;;"Крячок перуанський"
6243;6255;;"Fairy Tern";"Sternula nereis";"Gould, 1843";"AU : s, sw, w coasts";;;;"Крячок австралійський"
6243;6259;;"Damara Tern";"Sternula balaenarum";"Strickland, 1853";"AF : coastal Angola, Namibia and South Africa";;;;"Крячок намібійський"
6260;6261;;"Aleutian Tern";"Onychoprion aleuticus";"(Baird, SF, 1869)";"EU, NA : n Pacific coasts";"South China Sea, Philippines?";;;"Крячок камчатський"
6260;6262;;"Spectacled Tern";"Onychoprion lunatus";"(Peale, 1849)";"PO : islands of the sw Pacific Ocean";;;;"Крячок полінезійський"
6260;6263;;"Bridled Tern";"Onychoprion anaethetus";"(Scopoli, 1786)";"TrO : widespread";;;;"Крячок бурокрилий"
6260;6268;;"Sooty Tern";"Onychoprion fuscatus";"(Linnaeus, 1766)";"TrO : widespread";;;;"Крячок строкатий"
6275;6276;;"River Tern";"Sterna aurantia";"Gray, JE, 1831";"OR : e Pakistan through India to s Vietnam";;;;"Крячок індійський"
6275;6277;;"Roseate Tern";"Sterna dougallii";"Montagu, 1813";"Worldwide : widespread coasts";;;;"Крячок рожевий"
6275;6283;;"White-fronted Tern";"Sterna striata";"Gmelin, JF, 1789";"AU : New Zealand";"se Australia";;;"Крячок білолобий"
6275;6284;;"Black-naped Tern";"Sterna sumatrana";"Raffles, 1822";"AF, OR, AU : coasts";"IO, s PO";;;"Крячок індонезійський"
6275;6287;;"South American Tern";"Sterna hirundinacea";"Lesson, R, 1831";"SA : coastal Peru and se Brazil to Tierra del Fuego, Falkland Is.";;;;"Крячок американський"
6275;6288;;"Common Tern";"Sterna hirundo";"Linnaeus, 1758";"EU, NA : widespread";"widespread coasts";;;"Крячок річковий"
6275;6293;;"White-cheeked Tern";"Sterna repressa";"Hartert, 1916";"AF, EU : coastal Kenya to coastal Pakistan";"w India";;;"Крячок аравійський"
6275;6294;;"Arctic Tern";"Sterna paradisaea";"Pontoppidan, 1763";"EU, NA : widespread through n";"subantarctic Ocean";;;"Крячок полярний"
6275;6295;;"Antarctic Tern";"Sterna vittata";"Gmelin, JF, 1789";"SO : widespread";;;;"Крячок антарктичний"
6275;6302;;"Kerguelen Tern";"Sterna virgata";"Cabanis, 1875";"IO : s islands";;;;"Крячок кергеленський"
6275;6305;;"Forster's Tern";"Sterna forsteri";"Nuttall, 1834";"NA, MA : sc Canada through the USA to ne Mexico";;;;"Крячок неоарктичний"
6275;6306;;"Snowy-crowned Tern";"Sterna trudeaui";"Audubon, 1838";"SA : se Brazil to e Argentina and c Chile";;;;"Крячок білоголовий"
6275;6307;;"Black-bellied Tern";"Sterna acuticauda";"Gray, JE, 1831";"OR : India through se Asia";;;;"Крячок чорночеревий"
6308;6309;;"Black-fronted Tern";"Chlidonias albostriatus";"(Gray, GR, 1845)";"AU : New Zealand";;;;"Крячок новозеландський"
6308;6310;;"Whiskered Tern";"Chlidonias hybrida";"(Pallas, 1811)";"AF, EU, OR, AU : widespread";"AF, OR, AU";;;"Крячок білощокий"
6308;6314;;"White-winged Tern";"Chlidonias leucopterus";"(Temminck, 1815)";"EU : e Europe to e Siberia and ne China";"AF, OR, AU";;;"Крячок білокрилий"
6308;6315;;"Black Tern";"Chlidonias niger";"(Linnaeus, 1758)";"NA, EU : widespread";"MA, SA coasts";;;"Крячок чорний"
6318;6319;;"Large-billed Tern";"Phaetusa simplex";"(Gmelin, JF, 1789)";"SA : widespread e of Andes to nc Argentina";;"SSP";"Treat species as monotypic; clinal; includes chloropoda (Hellmayr & Conover 1948).";"Крячок великодзьобий"
6320;6321;;"Inca Tern";"Larosterna inca";"(Lesson, R & Garnot, 1827)";"SA : coastal n Peru to c Chile";;;;"Крячок-Інка "
6324;6325;;"Chilean Skua";"Stercorarius chilensis";"Bonaparte, 1857";"SA : s coasts and oceans";;;;"Поморник чилійський"
6324;6326;;"South Polar Skua";"Stercorarius maccormicki";"Saunders, H, 1893";"AN : coasts";"n oceans";;;"Поморник антарктичний"
6324;6327;;"Brown Skua";"Stercorarius antarcticus";"(Lesson, R, 1831)";"SO : oceans and islands";;"ENG";"Change English name of Stercorarius antarcticus from Subantarctic Skua to Brown Skua to follow SACC.";"Поморник фолклендський"
6324;6331;;"Great Skua";"Stercorarius skua";"(Brünnich, 1764)";"EU : nw islands and coasts";"n AO";;;"Поморник великий"
6324;6332;;"Pomarine Jaeger";"Stercorarius pomarinus";"(Temminck, 1815)";"NA, EU : n";"temperate and tropical oceans";"ENG";"Restore English name Pomarine Jaeger for consistency; genetic relationship to larger skuas requires confirmation.";"Поморник середній"
6324;6333;;"Parasitic Jaeger";"Stercorarius parasiticus";"(Linnaeus, 1758)";"NA, EU : n";"s oceans";"ENG";"Many prefer  ""skua""  to German ""jaeger"" for three small Stercorarius species.";"Поморник короткохвостий"
6324;6334;;"Long-tailed Jaeger";"Stercorarius longicaudus";"Vieillot, 1819";"NA, EU : n";"subantarctic oceans";;;"Поморник довгохвостий"
6339;6340;;"Little Auk";"Alle alle";"(Linnaeus, 1758)";"NA, EU : n coasts";"n oceans";;;"Люрик "
6343;6344;;"Thick-billed Murre";"Uria lomvia";"(Linnaeus, 1758)";"NA, EU : n coasts";"n oceans";;;"Кайра товстодзьоба"
6343;6349;;"Common Murre";"Uria aalge";"(Pontoppidan, 1763)";"NA, EU : n coasts";"n oceans";;;"Кайра тонкодзьоба"
6355;6356;;"Razorbill";"Alca torda";"Linnaeus, 1758";"NA, EU : n Atlantic coasts";"n AO";;;"Гагарка мала"
6359;6360;"1";"Great Auk";"Pinguinus impennis";"(Linnaeus, 1758)";"NA, EU : n North Atlantic";;;;"Гагарка велика"
6361;6362;;"Black Guillemot";"Cepphus grylle";"(Linnaeus, 1758)";"NA, EU : n coasts";"n oceans";;;"Чистун арктичний"
6361;6368;;"Pigeon Guillemot";"Cepphus columba";"Pallas, 1811";"EU, NA : n Pacific coasts";"n PO";;;"Чистун тихоокеанський"
6361;6374;;"Spectacled Guillemot";"Cepphus carbo";"Pallas, 1811";"EU : ne coasts";"nw PO";;;"Чистун охотський"
6375;6376;;"Marbled Murrelet";"Brachyramphus marmoratus";"(Gmelin, JF, 1789)";"NA : nw coasts";"ne PO";;;"Пижик довгодзьобий"
6375;6377;;"Long-billed Murrelet";"Brachyramphus perdix";"(Pallas, 1811)";"EU : ne coasts";"nw PO";;;" "
6375;6378;;"Kittlitz's Murrelet";"Brachyramphus brevirostris";"(Vigors, 1829)";"EU, NA : n Pacific coasts";"n PO";;;"Пижик короткодзьобий"
6379;6380;;"Guadalupe Murrelet";"Synthliboramphus hypoleucus";"(Xántus, 1860)";"MA : nw Baja California (Mexico)";;"ENG";"Change English name of S. hypoleucus from Xantus's Murrelet to Guadalupe Murrelet (NACC 2011-C-14b).";"Моржик крикливий"
6379;6381;;"Scripps's Murrelet";"Synthliboramphus scrippsi";"(Green & Arnold, 1939)";"NA, MA : Channel Is. (California, USA) and islands off w Baja California (Mexico)";;"AS";"Scripps's Murrelet is split from Guadalupe [Xantus's] Murrelet (Sibley & Monroe 1993; Nettleship 1996; Birt et al. 2012; NACC 2011-14-C).";" "
6379;6382;;"Craveri's Murrelet";"Synthliboramphus craveri";"(Salvadori, 1865)";"NA, MA : w coasts";;;"Named after the Craveri brothers, but the scientific epithet is a noun in apposition so no change is needed (Olson 1996). Olson (1996) proposed that the eponym should be either Craveris' or Craveri Murrelet.";"Моржик каліфорнійський"
6379;6383;;"Ancient Murrelet";"Synthliboramphus antiquus";"(Gmelin, JF, 1789)";"EU, NA : n Pacific coasts";"n PO";;;"Моржик чорногорлий"
6379;6386;;"Japanese Murrelet";"Synthliboramphus wumizusume";"(Temminck, 1836)";"EU : coasts of Japan";;;;"Моржик чубатий"
6387;6388;;"Cassin's Auklet";"Ptychoramphus aleuticus";"(Pallas, 1811)";"NA : nw coasts";;;;"Пижик алеутський"
6391;6392;;"Parakeet Auklet";"Aethia psittacula";"(Pallas, 1769)";"EU, NA : n Pacific coasts";"n PO";;;"Білочеревець "
6391;6393;;"Least Auklet";"Aethia pusilla";"(Pallas, 1811)";"EU, NA : n Pacific coasts";"n PO";;;"Конюга-Крихітка "
6391;6394;;"Whiskered Auklet";"Aethia pygmaea";"(Gmelin, JF, 1789)";"EU, NA : nc, nw Pacific coasts";"n PO";;;"Конюга мала"
6391;6395;;"Crested Auklet";"Aethia cristatella";"(Pallas, 1769)";"EU, NA : n Pacific coasts";"n PO";;;"Конюга велика"
6396;6397;;"Rhinoceros Auklet";"Cerorhinca monocerata";"(Pallas, 1811)";"EU, NA : n Pacific coasts";"n PO";;;"Дзьоборіг "
6398;6399;;"Atlantic Puffin";"Fratercula arctica";"(Linnaeus, 1758)";"EU, NA : e Canada and ne USA, Greenland, Iceland and nw Europe to Novaya Zemlya (nw Russia)";"n AO";"SSP";"Treat species as monotypic; clinal, includes grabae and naumanni (Sangster et al. 2005).";"Іпатка атлантична"
6398;6400;;"Horned Puffin";"Fratercula corniculata";"(Naumann, JF, 1821)";"EU, NA : n Pacific coasts";"n PO";;;"Іпатка тихоокеанська"
6398;6401;;"Tufted Puffin";"Fratercula cirrhata";"(Pallas, 1769)";"EU, NA : n Pacific coasts";"n PO";;;"Топорок "
6405;6406;;"Kagu";"Rhynochetos jubatus";"Verreaux, J & Des Murs, 1860";"AU : New Caledonia";;;;"Кагу "
6409;6410;;"Sunbittern";"Eurypyga helias";"(Pallas, 1781)";"MA, SA : Guatemala through Amazonia";;;;"Тігана "
6417;6418;;"Red-billed Tropicbird";"Phaethon aethereus";"Linnaeus, 1758";"TrO : e PO, Caribbean, c AO and nw IO";;;;"Фаетон червонодзьобий"
6417;6422;;"Red-tailed Tropicbird";"Phaethon rubricauda";"Boddaert, 1783";"TrO : IO, PO";;;;"Фаетон червонохвостий"
6417;6427;;"White-tailed Tropicbird";"Phaethon lepturus";"Daudin, 1802";"TrO : widespread";;;;"Фаетон білохвостий"
6437;6438;;"Red-throated Loon";"Gavia stellata";"(Pontoppidan, 1763)";"NA, EU : n North American and n Eurasia";;;;"Гагара червоношия"
6437;6439;;"Black-throated Loon";"Gavia arctica";"(Linnaeus, 1758)";"EU, NA : n Eurasia and w Alaska";;;;"Гагара чорношия"
6437;6442;;"Pacific Loon";"Gavia pacifica";"(Lawrence, 1858)";"NA, EU : ne Siberia, Alaska and n Canada";;;;" "
6437;6443;;"Common Loon";"Gavia immer";"(Brünnich, 1764)";"NA, EU : n North America and w Europe";;"ENG";"Formerly Great Northern Loon, an attempt at compromise.";"Гагара полярна"
6437;6444;;"Yellow-billed Loon";"Gavia adamsii";"(Gray, GR, 1859)";"NA, EU : n";;;;"Гагара білодзьоба"
6448;6449;;"King Penguin";"Aptenodytes patagonicus";"Miller, JF, 1778";"SO : widespread";;;;"Пінгвін королівський"
6448;6450;;"Emperor Penguin";"Aptenodytes forsteri";"Gray, GR, 1844";"AN : widespread";;;;"Пінгвін імператорський"
6451;6452;;"Gentoo Penguin";"Pygoscelis papua";"(Forster, JR, 1781)";"SO : widespread";;;;"Пінгвін-Шкіпер "
6451;6455;;"Adelie Penguin";"Pygoscelis adeliae";"(Hombron & Jacquinot, 1841)";"SO, AN : widespread";;;;"Пінгвін аделі"
6451;6456;;"Chinstrap Penguin";"Pygoscelis antarcticus";"(Forster, JR, 1781)";"SO, AN : widespread";;;;"Пінгвін антарктичний"
6457;6458;;"Fiordland Penguin";"Eudyptes pachyrhynchus";"Gray, GR, 1845";"AU : s Australia and New Zealand";;;;"Пінгвін новозеландський"
6457;6459;;"Snares Penguin";"Eudyptes robustus";"Oliver, 1953";"AU : Snares I. (New Zealand)";;;;"Пінгвін великий"
6457;6460;;"Erect-crested Penguin";"Eudyptes sclateri";"Buller, 1888";"AU : s New Zealand";;;;"Пінгвін прямочубий"
6457;6461;;"Southern Rockhopper Penguin";"Eudyptes chrysocome";"(Forster, JR, 1781)";"AO, SA : Cape Horn to the Falkland Is., Kerguelen Is. and subantarctic islands of New Zealand";;"AL, ENG";"Change English name of Eudyptes chrysocome to Southern Rockhopper Penguin with inclusion of filholi as ssp. (v2.9).";"Пінгвін чубатий"
6457;6464;;"Northern Rockhopper Penguin";"Eudyptes moseleyi";"Mathews & Iredale, 1921";"AO, IO : Tristan da Cuhna group, St. Paul Is. and Amsterdam I.";;"AS";"Eudyptes moseleyi is split from E. chrysocome (Banks et al. 2006; BLI).";" "
6457;6465;;"Royal Penguin";"Eudyptes schlegeli";"Finsch, 1876";"AU : Macquarie I. and nearby islets";;;;"Пінгвін білогорлий"
6457;6466;;"Macaroni Penguin";"Eudyptes chrysolophus";"(Brandt, JF, 1837)";"SO : AO, IO";;;;"Пінгвін золотоволосий"
6467;6468;;"Yellow-eyed Penguin";"Megadyptes antipodes";"(Hombron & Jacquinot, 1841)";"AU : New Zealand";;;;"Пінгвін жовтоокий"
6469;6470;;"Little Penguin";"Eudyptula minor";"(Forster, JR, 1781)";"AU : s Australia and New Zealand";;"TAX";"See Peucker et al. (2009) for analysis of population structure, including deep division into two mtDNA lineages, but split of White-flippered Penguin not yet warranted (NZ Checklist 4e).";"Пінгвін малий"
6477;6478;;"African Penguin";"Spheniscus demersus";"(Linnaeus, 1758)";"AF : c Namibia to se South Africa";;"ENG";"Change English name of Spheniscus demersus from Jackass Penguin to African Penguin.";"Пінгвін африканський"
6477;6479;;"Magellanic Penguin";"Spheniscus magellanicus";"(Forster, JR, 1781)";"SA : c Chile and c Argentina to Cape Horn and Falkland Is.";;;;"Пінгвін магеланський"
6477;6480;;"Humboldt Penguin";"Spheniscus humboldti";"Meyen, 1834";"SA : n Peru to c Chile";;;;"Пінгвін гумбольдта"
6477;6481;;"Galapagos Penguin";"Spheniscus mendiculus";"Sundevall, 1871";"SA : Galápagos Is.";;;;"Пінгвін галапагоський"
6485;6486;;"Wilson's Storm Petrel";"Oceanites oceanicus";"(Kuhl, 1820)";"SO : widespread";"AO, PO, IO";;;"Океанник вільсона"
6485;6490;;"Elliot's Storm Petrel";"Oceanites gracilis";"(Elliot, DG, 1859)";"PO : e";;"ENG";"Change English name of Oceanites gracilis from White-vented Storm Petrel to Elliot's Storm Petrel to follow SACC, and to avoid confusion with White-bellied Storm Petrel Fregetta grallaria.";"Океанник еліота"
6485;6493;;"Pincoya Storm Petrel";"Oceanites pincoyae";"Harrison, P et al., 2013";"PO : Reloncavi Sound (Chile)";;"PL";"Pincoya Storm Petrel is a newly described species: Harrison et al., 2013 (see discussion in SACC 721 and decision to await resolution of issues). Possibly a subspecies of O. gracilis.";" "
6494;6495;;"Grey-backed Storm Petrel";"Garrodia nereis";"(Gould, 1841)";"SO : widespread";;;;"Океанник сіроспинний"
6496;6497;;"White-faced Storm Petrel";"Pelagodroma marina";"(Latham, 1790)";"AO, IO, PO : widespread";;;;"Океанник білобровий"
6504;6505;;"White-bellied Storm Petrel";"Fregetta grallaria";"(Vieillot, 1818)";"SO : widespread";;;;"Фрегета білочерева"
6504;6510;;"Black-bellied Storm Petrel";"Fregetta tropica";"(Gould, 1844)";"SO : widespread";;;;"Фрегета чорночерева"
